edge_id,bank_edge_id,src,dst,repair_score,repair_reason,edge_action_mse,num_policy_eval_samples,edge_action_mse_ucb,direct_edge_policy_support_score,transfer_edge_policy_support_score,transfer_edge_proxy_score
1897,5685,412,474,4.373011274488849,low_compatibility_junction,0.0046423013890536,137,0.016051692135208927,0.9113338095828428,0.2505158290517718,0.0
1898,6539,474,471,4.340259815042824,low_compatibility_junction,0.005454779884656423,159,0.016934891865816516,0.8966446962364072,0.2505158290517718,0.0
1899,3138,232,474,4.328017198354368,low_compatibility_junction,0.011540730811909518,77,0.035536096026459414,0.7938866260834734,0.2505158290517718,0.0
1900,5850,424,474,4.306025846475144,low_compatibility_junction,0.033265731184344206,70,0.07599304478345562,0.5141117505240793,0.2505158290517718,0.0
1901,5901,427,474,4.300755448270508,low_compatibility_junction,0.007279085310225734,96,0.02434615097768987,0.8645192506014546,0.2505158290517718,0.0
1902,17,0,474,4.286955866564938,low_compatibility_junction,0.006526868112850934,50,0.028920446005777357,0.8776237023338443,0.2505158290517718,0.0
1903,5303,384,474,4.28689769530779,low_compatibility_junction,0.015881263237231626,65,0.04651795839243826,0.7278754979250609,0.2505158290517718,0.0
1904,2507,181,474,4.270670867119457,low_compatibility_junction,0.009471161248238415,49,0.036720730820286554,0.8274362409054435,0.2505158290517718,0.0
1905,5916,428,474,4.260910015694648,low_compatibility_junction,0.023489630208476574,37,0.07287443020311427,0.6251319045897261,0.2505158290517718,0.0
1906,5875,425,474,4.245534110639627,low_compatibility_junction,0.0049086926902721945,30,0.02998007999329797,0.9064912930928054,0.2505158290517718,0.0
1907,6527,474,232,4.241920594305127,low_compatibility_junction,0.02554801388344328,28,0.08475263789887318,0.5999192130975329,0.2505158290517718,0.0
1908,4617,331,474,4.239544040550339,low_compatibility_junction,0.03652467891016775,35,0.09984093872690056,0.48167118900823624,0.2505158290517718,0.0
1909,6538,474,428,4.232700753707026,low_compatibility_junction,0.02611566154519096,8,0.13810111003739772,0.5931468740906574,0.2505158290517718,0.0
1910,3936,284,474,4.226482518504053,low_compatibility_junction,0.038426933827577156,20,0.12433994477237538,0.46369017478017854,0.2505158290517718,0.0
1911,1940,145,474,4.211165895846417,low_compatibility_junction,0.030562825136534546,23,0.10201063188308057,0.5426685759651289,0.2505158290517718,0.0
1912,6537,474,424,4.207776750890882,low_compatibility_junction,0.01569295477238484,20,0.07059562094334304,0.7306219688682737,0.2505158290517718,0.0
1913,5553,404,421,3.8966203680592577,low_compatibility_junction,0.021713405291162245,358,0.036977762738706295,0.6477385697208261,0.0076195940568684,0.0
1914,2976,219,404,3.879667084679372,low_compatibility_junction,0.006713624443883808,252,0.01683021847822417,0.8743517810044932,0.0076195940568684,0.0
1915,5899,427,404,3.860640914244901,low_compatibility_junction,0.005794585675603765,221,0.0158308277684241,0.8905716549530158,0.0076195940568684,0.0
1916,5547,404,345,3.8449903533175154,low_compatibility_junction,0.023002133554611153,103,0.052292278400301095,0.6312567085189891,0.0076195940568684,0.0
1917,307,18,404,3.840811816864981,low_compatibility_junction,0.007540015621634666,80,0.026568193415393494,0.8600194166988132,0.0076195940568684,0.0
1918,5539,404,242,3.8196285216251056,low_compatibility_junction,0.03373601303828191,127,0.06568088036815725,0.5092988715584514,0.0076195940568684,0.0
1919,15,0,404,3.815493959042113,low_compatibility_junction,0.0035626386842266536,78,0.016808940911023963,0.9312264728282722,0.0076195940568684,0.0
1920,5557,404,482,3.805389081624957,low_compatibility_junction,0.02640994102081382,95,0.05908963525141943,0.5896661082963421,0.0076195940568684,0.0
1921,2054,153,404,3.803042043979397,low_compatibility_junction,0.0032407621413679615,31,0.023280812236501375,0.9372406093069944,0.0076195940568684,0.0
1922,5146,372,404,3.80148468256158,low_compatibility_junction,0.011001243265271778,63,0.03690165575443914,0.8024988433355393,0.0076195940568684,0.0
1923,5533,404,119,3.801153387823113,low_compatibility_junction,0.029216723708668724,20,0.10412966177654247,0.5574767535567021,0.0076195940568684,0.0
1924,5528,404,18,3.800118053987093,low_compatibility_junction,0.01609730514246621,64,0.04718171829723776,0.7247372505500694,0.0076195940568684,0.0
1925,5542,404,308,3.791789249460494,low_compatibility_junction,0.022921409135267908,84,0.05529844489292983,0.6322766882952211,0.0076195940568684,0.0
1926,936,69,404,3.78616630121764,low_compatibility_junction,0.0052386509753497585,35,0.029217690385934775,0.900528901884446,0.0076195940568684,0.0
1927,895,66,404,3.7813373003775688,low_compatibility_junction,0.013561414968361087,94,0.03710348499395478,0.762442411414006,0.0076195940568684,0.0
1928,5554,404,425,3.7796651527554768,low_compatibility_junction,0.012853214199739423,55,0.04281589027567186,0.7733185001651374,0.0076195940568684,0.0
1929,4661,334,404,3.778328314126648,low_compatibility_junction,0.00989972509873601,13,0.06398710734642868,0.8203743635644216,0.0076195940568684,0.0
1930,2397,174,404,3.776860604790568,low_compatibility_junction,0.00944685874560821,69,0.03238061734372389,0.8278385140883935,0.0076195940568684,0.0
1931,5795,421,404,3.758674734825908,low_compatibility_junction,0.006190892069652263,27,0.03586999743625789,0.883540770780916,0.0076195940568684,0.0
1932,5548,404,372,3.736942926877937,low_compatibility_junction,0.016739906190982642,37,0.05842988931068481,0.715482510650512,0.0076195940568684,0.0
1933,5526,404,0,3.7329906575999474,low_compatibility_junction,0.03367874781896889,37,0.09281219233251392,0.5098825079468251,0.0076195940568684,0.0
1934,5546,404,334,3.7192396176667226,low_compatibility_junction,0.026218524672380037,29,0.08515188399236495,0.5919278695797258,0.0076195940568684,0.0
1935,1705,130,151,3.71674316971508,low_compatibility_junction,0.00791834720229316,495,0.015757529108219367,0.8535365243524502,0.0041928358816501,0.0
1936,5538,404,232,3.692842371810956,low_compatibility_junction,0.019790648513784013,30,0.07013206795164276,0.6731325799658536,0.0076195940568684,0.0
1937,2023,151,231,3.689640883823541,low_compatibility_junction,0.02258180681297322,271,0.04047347230060931,0.6365857580643333,0.0041928358816501,0.0
1938,5534,404,153,3.683991024639061,low_compatibility_junction,0.02683286161161959,25,0.09104535920116918,0.5846995039220905,0.0076195940568684,0.0
1939,5469,397,404,3.66449761726321,low_compatibility_junction,0.008469589466515642,13,0.05849786984915098,0.8441780986154548,0.0076195940568684,0.0
1940,3037,226,404,3.6605868754402815,low_compatibility_junction,0.009105291419053594,13,0.06097709160984666,0.8335131264032751,0.0076195940568684,0.0
1941,6670,482,404,3.64493278522712,low_compatibility_junction,0.024811200075782837,15,0.10452514959158898,0.6088252480190155,0.0076195940568684,0.0
1942,2028,151,343,3.6346570517830856,low_compatibility_junction,0.00439182143836169,74,0.01949132082043817,0.9159106811103604,0.0041928358816501,0.0
1943,2142,157,470,3.617030656667698,low_compatibility_junction,0.012100444069571345,553,0.02126885689508247,0.7850492051915867,0.1423067515688872,0.0
1944,2031,151,394,3.608145792937843,low_compatibility_junction,0.016133438426645864,76,0.044690449055387035,0.7242136970093493,0.0041928358816501,0.0
1945,2034,151,510,3.591444449701108,low_compatibility_junction,0.006222158548343861,113,0.020766276441970037,0.8829884393198575,0.0041928358816501,0.0
1946,4647,333,455,3.583265546174981,low_compatibility_junction,0.005600627746293628,399,0.012943872054351447,0.8940330329114397,0.3505709040386648,0.0
1947,6293,455,198,3.579677590614958,low_compatibility_junction,0.005195903035969487,71,0.021962982242330974,0.9012991461992598,0.3505709040386648,0.0
1948,2032,151,435,3.5637740179528232,low_compatibility_junction,0.021848899315089165,42,0.0665528811364753,0.6459856517872932,0.0041928358816501,0.0
1949,2113,157,25,3.5635597133813093,low_compatibility_junction,0.006344876510600527,346,0.014738115876962544,0.8808239258138981,0.1423067515688872,0.0
1950,4205,302,74,3.5607912887366915,low_compatibility_junction,0.0049827915503322115,171,0.015563003693971976,0.9051488886154591,0.6858309755943606,0.0
1951,2030,151,391,3.551232530177197,low_compatibility_junction,0.009988292945887555,11,0.0690499142185593,0.8189224740265774,0.0041928358816501,0.0
1952,5423,394,151,3.5464131632926685,low_compatibility_junction,0.004016523718863966,31,0.02632656595244396,0.9228113304896526,0.0041928358816501,0.0
1953,5837,424,157,3.544054550559132,low_compatibility_junction,0.04541402616545217,131,0.08190751851820968,0.40321695044719164,0.1423067515688872,0.0
1954,2015,151,48,3.543931178113701,low_compatibility_junction,0.01753718623701759,54,0.05285868704615302,0.7041641905946769,0.0041928358816501,0.0
1955,5628,409,74,3.535141197687864,low_compatibility_junction,0.005149039064119092,78,0.02107376120423817,0.902144311371681,0.6858309755943606,0.0
1956,4538,327,151,3.535023745138494,low_compatibility_junction,0.018696750384858914,36,0.06336386365329601,0.6880216264858059,0.0041928358816501,0.0
