episode_id,segment_source,segment_edge_id,edge_src,edge_dst,attempt_steps,completed,timeout,final_cluster,final_subgoal_l2,mean_selected_policy_action_mse
0,bank,117,21,41,14,0,1,21,8.421371459960938,0.09670224040746689
0,bank,114,21,20,12,0,1,22,13.545958518981934,0.035140685737133026
0,bank,123,22,23,11,0,1,21,12.132058143615723,0.4857388138771057
0,bank,116,21,40,16,0,1,21,21.740346908569336,0.04816491901874542
0,bank,115,21,22,12,0,1,1,10.412284851074219,0.09301510453224182
0,bank,5,1,3,20,0,1,2,10.79101276397705,0.037892282009124756
0,bank,15,2,23,15,0,1,2,15.487884521484375,0.092484250664711
0,bank,12,2,4,20,0,1,2,16.20689582824707,0.03261202201247215
1,bank,1,0,20,14,0,1,0,14.572307586669922,0.06735612452030182
1,bank,2,0,21,14,0,1,0,13.123329162597656,0.09793959558010101
1,bank,0,0,1,13,1,0,1,12.185835838317871,0.03923908621072769
1,bank,5,1,3,20,0,1,2,9.838150978088379,0.037892282009124756
1,bank,15,2,23,15,0,1,2,6.9812140464782715,0.10357096791267395
1,bank,12,2,4,20,0,1,2,15.154277801513672,0.0823717713356018
1,bank,14,2,22,6,1,0,22,12.35421371459961,0.022053662687540054
1,bank,123,22,23,11,0,1,21,11.558188438415527,0.4857388138771057
1,bank,117,21,41,7,0,1,21,11.119502067565918,0.033584024757146835
2,bank,1,0,20,8,1,0,20,14.238389015197754,0.06735612452030182
2,bank,109,20,40,14,0,1,20,14.091228485107422,0.05294928699731827
2,bank,110,20,41,14,0,1,20,11.173831939697266,0.053104791790246964
2,bank,109,20,40,14,0,1,20,16.046077728271484,0.05294928699731827
2,bank,110,20,41,14,0,1,20,10.746155738830566,0.0501602441072464
2,bank,108,20,21,12,0,1,41,12.161970138549805,0.03369520232081413
2,bank,234,41,61,14,0,1,41,10.982217788696289,0.05378848314285278
2,bank,233,41,60,16,0,1,21,11.457332611083984,0.03738653287291527
2,bank,116,21,40,14,0,1,21,20.36101722717285,0.04816491901874542
