segment_source,segment_edge_id,planner_edge_id,src,dst,num_initiation_samples,min_initiation_distance,median_initiation_distance,distance_scale,state_conditioned_risk_score,state_conditioned_risk_penalty,episode_id,replan_index,current_cluster
bank,111,111,21,0,128,1.3633992671966553,14.17233657836914,1.3633992671966553,0.6321205588285577,1.2642411176571153,0,0,21
bank,112,112,21,1,128,1.3633992671966553,25.08099365234375,1.3633992671966553,0.6321205588285577,1.2642411176571153,0,0,21
bank,113,113,21,2,128,1.0779516696929932,15.915218353271484,1.3633992671966553,0.5464434677118544,1.0928869354237087,0,0,21
bank,114,114,21,20,128,6.613574504852295,13.900444030761719,1.3633992671966553,0.9921778673847196,1.9843557347694392,0,0,21
bank,115,115,21,22,128,1.1252890825271606,23.748844146728516,1.3633992671966553,0.5619207719523942,1.1238415439047884,0,0,21
bank,116,116,21,40,85,11.21226978302002,24.94212532043457,1.3633992671966553,0.9997317955634988,1.9994635911269976,0,0,21
bank,117,117,21,41,128,2.455251455307007,12.890213012695312,1.3633992671966553,0.8348383926034797,1.6696767852069594,0,0,21
bank,111,111,21,0,128,1.8654451370239258,14.260472297668457,1.8654451370239258,0.6321205588285577,1.2642411176571153,0,1,21
bank,112,112,21,1,128,1.8654451370239258,24.589569091796875,1.8654451370239258,0.6321205588285577,1.2642411176571153,0,1,21
bank,113,113,21,2,128,1.633901596069336,15.41472053527832,1.8654451370239258,0.5835036549377378,1.1670073098754756,0,1,21
bank,114,114,21,20,128,6.044548034667969,13.985723495483398,1.8654451370239258,0.9608467222323608,1.9216934444647216,0,1,21
bank,115,115,21,22,128,1.6680866479873657,23.179481506347656,1.8654451370239258,0.5910666135125249,1.1821332270250497,0,1,21
bank,116,116,21,40,85,10.744322776794434,24.673446655273438,1.8654451370239258,0.9968478050787118,1.9936956101574237,0,1,21
bank,117,117,21,41,128,2.4414267539978027,12.411798477172852,1.8654451370239258,0.7298461405919554,1.4596922811839108,0,1,21
bank,118,118,22,0,5,1.712303876876831,1.8188952207565308,1.6294429302215576,0.6503603813334309,1.3007207626668618,0,2,22
bank,119,119,22,1,77,1.6923109292984009,2.57013201713562,1.6294429302215576,0.6460439445033075,1.292087889006615,0,2,22
bank,120,120,22,2,128,1.6294429302215576,11.483384132385254,1.6294429302215576,0.6321205588285577,1.2642411176571153,0,2,22
bank,121,121,22,3,97,1.6294429302215576,21.838653564453125,1.6294429302215576,0.6321205588285577,1.2642411176571153,0,2,22
bank,122,122,22,21,128,1.465512990951538,10.639939308166504,1.6294429302215576,0.5931843328183812,1.1863686656367625,0,2,22
bank,123,123,22,23,18,1.6294429302215576,22.31385612487793,1.6294429302215576,0.6321205588285577,1.2642411176571153,0,2,22
bank,111,111,21,0,128,1.367077350616455,14.766844749450684,1.367077350616455,0.6321205588285577,1.2642411176571153,0,3,21
bank,112,112,21,1,128,1.367077350616455,25.10626220703125,1.367077350616455,0.6321205588285577,1.2642411176571153,0,3,21
bank,113,113,21,2,128,1.2010773420333862,16.002853393554688,1.367077350616455,0.5846247988031168,1.1692495976062336,0,3,21
bank,114,114,21,20,128,6.397036075592041,14.494231224060059,1.367077350616455,0.990714970961494,1.981429941922988,0,3,21
bank,115,115,21,22,128,1.2010773420333862,23.555177688598633,1.367077350616455,0.5846247988031168,1.1692495976062336,0,3,21
bank,116,116,21,40,85,11.277472496032715,25.341806411743164,1.367077350616455,0.9997385663972788,1.9994771327945575,0,3,21
bank,117,117,21,41,128,2.6184048652648926,13.023761749267578,1.367077350616455,0.8527068471990732,1.7054136943981464,0,3,21
bank,111,111,21,0,128,1.1737008094787598,14.954026222229004,1.1737008094787598,0.6321205588285577,1.2642411176571153,0,4,21
bank,112,112,21,1,128,1.1737008094787598,25.330432891845703,1.1737008094787598,0.6321205588285577,1.2642411176571153,0,4,21
bank,113,113,21,2,128,0.9336960911750793,16.267995834350586,1.1737008094787598,0.54865107407933,1.09730214815866,0,4,21
bank,114,114,21,20,128,6.591500759124756,14.6824951171875,1.1737008094787598,0.9963608220295698,1.9927216440591395,0,4,21
bank,115,115,21,22,128,0.9336960911750793,23.748926162719727,1.1737008094787598,0.54865107407933,1.09730214815866,0,4,21
bank,116,116,21,40,85,11.527042388916016,25.616018295288086,1.1737008094787598,0.9999457066052677,1.9998914132105354,0,4,21
bank,117,117,21,41,128,2.773984670639038,13.29551887512207,1.1737008094787598,0.9059050849520717,1.8118101699041433,0,4,21
graph,0,0,1,3,54,2.92939829826355,20.607404708862305,2.92939829826355,0.6321205588285577,1.2642411176571153,0,5,1
bank,3,3,1,0,128,0.2510635256767273,26.849746704101562,2.92939829826355,0.08213486450424379,0.16426972900848757,0,5,1
