dataset,phase2_run,method,final_val_action_mse,best_val_action_mse,bottleneck_edge_val_mse,non_bottleneck_edge_val_mse,high_support_edge_val_mse,low_support_edge_val_mse,short_horizon_edge_val_mse,long_horizon_edge_val_mse,direct_repair_edge_mse,planner_used_repair_edge_mse,not_planner_used_repair_edge_mse,direct_repair_policy_support_score,sampling_mode,loss_weight_mode,loss_weight_strength,loss_weight_min,loss_weight_max,final_val_action_mse_std,best_val_action_mse_std,bottleneck_edge_val_mse_std,non_bottleneck_edge_val_mse_std,high_support_edge_val_mse_std,low_support_edge_val_mse_std,short_horizon_edge_val_mse_std,long_horizon_edge_val_mse_std,direct_repair_edge_mse_std,planner_used_repair_edge_mse_std,not_planner_used_repair_edge_mse_std,direct_repair_policy_support_score_std,num_seeds
antmaze-large-stitch-v0,core_plus_bottleneck_budget120_H10,augmented_loss_support_bottleneck_s03,0.09429228212684393,0.09429228212684393,0.08299808226248147,0.08792852299672005,0.09260606013754694,0.07823942595256755,0.08731994542725152,0.08243613839275932,0.08182553003686621,0.09044103372058634,0.0808147726214577,0.21649236636985286,uniform_transition,support_bottleneck,0.3,0.7,1.8,0.00037471111863851547,0.00037471111863851547,0.0005190533255646501,0.0002617250531734734,0.00022657926624179703,2.8952324742561458e-05,1.7408648639968133e-05,0.00047051514775381734,0.0004886080208565263,0.002230726283037665,0.00028422543143862347,0.00044821596792957163,2
antmaze-large-stitch-v0,core_plus_bottleneck_budget120_H10,planner_relevant_repair_s04,0.09383250121027231,0.09383250121027231,0.08217650862389494,0.08757611987797718,0.09218629502680961,0.07748301190171461,0.08673753169622067,0.08183937047999901,0.08142299988167812,0.08921528432933928,0.08050882125932682,0.21730703467807921,uniform_transition,planner_relevant,0.0,0.7,2.2,0.00019229575991630554,0.00019229575991630554,0.00032219046743535776,4.9843723042494736e-05,0.00026165077430491054,7.536139025595551e-06,3.867566169067291e-05,0.0005237150571613912,0.0003992006517512976,0.001223115676216708,0.00030254022988665183,0.00014356980604071645,2
