dataset,phase2_run,method,baseline_method,num_seeds,final_val_action_mse,final_val_action_mse_baseline,final_val_action_mse_delta_vs_baseline,final_val_action_mse_ratio_vs_baseline,direct_repair_edge_mse,direct_repair_edge_mse_baseline,direct_repair_edge_mse_delta_vs_baseline,direct_repair_edge_mse_ratio_vs_baseline,planner_used_repair_edge_mse,planner_used_repair_edge_mse_baseline,planner_used_repair_edge_mse_delta_vs_baseline,planner_used_repair_edge_mse_ratio_vs_baseline,not_planner_used_repair_edge_mse,not_planner_used_repair_edge_mse_baseline,not_planner_used_repair_edge_mse_delta_vs_baseline,not_planner_used_repair_edge_mse_ratio_vs_baseline,direct_repair_policy_support_score,direct_repair_policy_support_score_baseline,direct_repair_policy_support_score_delta_vs_baseline,direct_repair_policy_support_score_ratio_vs_baseline
antmaze-large-stitch-v0,core_plus_bottleneck_budget120_H10,augmented_loss_support_bottleneck_s03,augmented_loss_support_bottleneck_s03,2,0.09429228212684393,0.09429228212684393,0.0,1.0,0.08182553003686621,0.08182553003686621,0.0,1.0,0.09044103372058634,0.09044103372058634,0.0,1.0,0.0808147726214577,0.0808147726214577,0.0,1.0,0.21649236636985286,0.21649236636985286,0.0,1.0
antmaze-large-stitch-v0,core_plus_bottleneck_budget120_H10,planner_relevant_repair_s04,augmented_loss_support_bottleneck_s03,2,0.09383250121027231,0.09429228212684393,-0.0004597809165716171,0.99512387539891,0.08142299988167812,0.08182553003686621,-0.00040253015518809665,0.9950806288085547,0.08921528432933928,0.09044103372058634,-0.0012257493912470607,0.9864469772091067,0.08050882125932682,0.0808147726214577,-0.0003059513621308796,0.9962141654031005,0.21730703467807921,0.21649236636985286,0.0008146683082263517,1.0037630347983475
