method,num_paths,mean_path_edges,mean_path_cost,mean_unsupported_edge_fraction,mean_unsupported_scc_edge_fraction,mean_num_scc_edges,mean_num_unsupported_scc_edges,mean_same_traj_support
global_w5,3655,2.2593707250342,91.67900488730552,0.963155494756042,0.0,0.0,0.0,16.367236662106702
original,3655,2.2618331053351572,85.72566164971703,0.9726630186958505,0.0,0.0,0.0,11.24033287733698
taskmix_low_support_only,3655,2.2593707250342,85.82081819148135,0.9680118559051528,0.0,0.0,0.0,12.415617875057
taskmix_oracle_diagnostic,3655,2.2593707250342,85.99085408196403,0.963155494756042,0.0,0.0,0.0,14.356338349293205
taskmix_safe_w5,3655,2.2593707250342,85.85069379571688,0.9664158686730506,0.0,0.0,0.0,13.277633378932968
