group_type,group_value,num_edges,mean_edge_action_mse,median_edge_action_mse,sample_weighted_edge_action_mse,mean_direct_policy_support_score,mean_planner_usage_count,dataset,phase2_run,method,seed
all_repair_edges,all_repair_edges,500,0.015571390636026002,0.010444668182486239,0.013862710683609475,0.7585351212871078,0.158,scene-play-v0,core_plus_bottleneck_budget192_H10,planner_relevant_repair_s02,1
planner_usage_group,not_planner_used,443,0.015349136480957114,0.010496491787147106,0.013743772676799666,0.758825278399978,0.0,scene-play-v0,core_plus_bottleneck_budget192_H10,planner_relevant_repair_s02,1
planner_usage_group,planner_used,57,0.017298734332438597,0.00952774324071514,0.014581836422641046,0.7562800405677826,1.3859649122807018,scene-play-v0,core_plus_bottleneck_budget192_H10,planner_relevant_repair_s02,1
support_group,high_support,243,0.013004662390365407,0.009477011435494826,0.013018019654397733,0.7842560862822218,0.20164609053497942,scene-play-v0,core_plus_bottleneck_budget192_H10,planner_relevant_repair_s02,1
support_group,low_support,257,0.017998297109549442,0.01180113252485171,0.01914518510639064,0.7342152983539846,0.11673151750972763,scene-play-v0,core_plus_bottleneck_budget192_H10,planner_relevant_repair_s02,1
bottleneck_group,high_bottleneck,221,0.020066140826773497,0.013684647157788277,0.014288476759075606,0.7075291476776878,0.15384615384615385,scene-play-v0,core_plus_bottleneck_budget192_H10,planner_relevant_repair_s02,1
bottleneck_group,low_bottleneck,279,0.012011032958050389,0.008759070798987523,0.013499465833857617,0.7989377025332791,0.16129032258064516,scene-play-v0,core_plus_bottleneck_budget192_H10,planner_relevant_repair_s02,1
horizon_group,long_horizon,245,0.015828430479193908,0.011471116410203926,0.014712203479397765,0.7465060633756716,0.11428571428571428,scene-play-v0,core_plus_bottleneck_budget192_H10,planner_relevant_repair_s02,1
horizon_group,short_horizon,255,0.015324430786707819,0.00911524798721075,0.013186314709839837,0.7700924514373112,0.2,scene-play-v0,core_plus_bottleneck_budget192_H10,planner_relevant_repair_s02,1
compatibility_group,unknown,500,0.015571390636026002,0.010444668182486239,0.013862710683609475,0.7585351212871078,0.158,scene-play-v0,core_plus_bottleneck_budget192_H10,planner_relevant_repair_s02,1
repair_reason,low_compatibility_junction,500,0.015571390636026002,0.010444668182486239,0.013862710683609475,0.7585351212871078,0.158,scene-play-v0,core_plus_bottleneck_budget192_H10,planner_relevant_repair_s02,1
