group_type,group_value,num_edges,mean_edge_action_mse,median_edge_action_mse,sample_weighted_edge_action_mse,mean_direct_policy_support_score,mean_planner_usage_count,dataset,phase2_run,method,seed
all_repair_edges,all_repair_edges,500,0.019295611485003923,0.016130784550591575,0.01919004172844896,0.69297980865042,0.138,scene-play-v0,core_plus_bottleneck_budget192_H25,planner_relevant_repair_s04,1
planner_usage_group,not_planner_used,445,0.01967983827129912,0.016365120257250964,0.01956409630318145,0.6883416155411053,0.0,scene-play-v0,core_plus_bottleneck_budget192_H25,planner_relevant_repair_s04,1
planner_usage_group,planner_used,55,0.01621481125307332,0.013885637160121022,0.01631878505268266,0.7305070074439672,1.2545454545454546,scene-play-v0,core_plus_bottleneck_budget192_H25,planner_relevant_repair_s04,1
support_group,high_support,241,0.017648759173183124,0.01428453652872074,0.018943367601694426,0.7230649609982817,0.14522821576763487,scene-play-v0,core_plus_bottleneck_budget192_H25,planner_relevant_repair_s04,1
support_group,low_support,259,0.02085204837578358,0.017278191651855634,0.019734953914365416,0.6649855163112901,0.13127413127413126,scene-play-v0,core_plus_bottleneck_budget192_H25,planner_relevant_repair_s04,1
bottleneck_group,high_bottleneck,193,0.021012719335015386,0.015696883634276067,0.02079371163446883,0.6768219567464536,0.13989637305699482,scene-play-v0,core_plus_bottleneck_budget192_H25,planner_relevant_repair_s04,1
bottleneck_group,low_bottleneck,307,0.01822943340819942,0.0162349678436143,0.01751703739553321,0.703137676459754,0.13680781758957655,scene-play-v0,core_plus_bottleneck_budget192_H25,planner_relevant_repair_s04,1
horizon_group,long_horizon,233,0.022731649920935654,0.019980734923126128,0.020883178975706143,0.6451577309377925,0.12875536480686695,scene-play-v0,core_plus_bottleneck_budget192_H25,planner_relevant_repair_s04,1
horizon_group,short_horizon,267,0.016251516596897105,0.012574262694334206,0.018119685394624364,0.7347121835831624,0.14606741573033707,scene-play-v0,core_plus_bottleneck_budget192_H25,planner_relevant_repair_s04,1
compatibility_group,unknown,500,0.019295611485003923,0.016130784550591575,0.01919004172844896,0.69297980865042,0.138,scene-play-v0,core_plus_bottleneck_budget192_H25,planner_relevant_repair_s04,1
repair_reason,low_compatibility_junction,500,0.019295611485003923,0.016130784550591575,0.01919004172844896,0.69297980865042,0.138,scene-play-v0,core_plus_bottleneck_budget192_H25,planner_relevant_repair_s04,1
