step,train_action_mse,train_weighted_action_mse
1,0.2137707769870758,0.21537601947784424
1000,0.025163894519209862,0.025799496099352837
2000,0.019915660843253136,0.020230237394571304
3000,0.016683418303728104,0.016875263303518295
