env,seed,graph_id,node_count,edge_count,bridge_count,compared_paths,no_path_g0,no_path_graph,mean_path_cost_reduction,median_path_cost_reduction,shorter_path_rate,bridge_usage_rate
scene-play-v0,0,G0,736,62354,0,1000,0,0,0.0,0.0,0.0,0.0
scene-play-v0,0,G3,736,63166,812,1000,0,0,0.28783241153495603,0.0,0.041,0.041
scene-play-v0,0,G_oracle,736,62628,274,1000,0,0,0.09150714995093667,0.0,0.017,0.017
