group_type,group_value,num_edges,mean_edge_action_mse,median_edge_action_mse,sample_weighted_edge_action_mse,mean_direct_policy_support_score,mean_planner_usage_count,dataset,phase2_run,method,seed
all_repair_edges,all_repair_edges,500,0.01936686797959118,0.016312837803668392,0.019275994251318915,0.6923632633701333,0.138,scene-play-v0,core_plus_bottleneck_budget192_H25,augmented_loss_support_bottleneck_s03,1
planner_usage_group,not_planner_used,445,0.019782609578219017,0.01663085839910699,0.019661973304351994,0.6873768488291097,0.0,scene-play-v0,core_plus_bottleneck_budget192_H25,augmented_loss_support_bottleneck_s03,1
planner_usage_group,planner_used,55,0.016033376252411587,0.014439242997799407,0.016313204841458737,0.7327078901111417,1.2545454545454546,scene-play-v0,core_plus_bottleneck_budget192_H25,augmented_loss_support_bottleneck_s03,1
support_group,high_support,241,0.017754971354062964,0.01430887657303791,0.019070537870797908,0.7226018831481006,0.14522821576763487,scene-play-v0,core_plus_bottleneck_budget192_H25,augmented_loss_support_bottleneck_s03,1
support_group,low_support,259,0.020890268319796276,0.01780621818249562,0.01972985492529059,0.6642261692910207,0.13127413127413126,scene-play-v0,core_plus_bottleneck_budget192_H25,augmented_loss_support_bottleneck_s03,1
bottleneck_group,high_bottleneck,193,0.021362047759698948,0.01598820893988078,0.021045333176129184,0.6738698570064221,0.13989637305699482,scene-play-v0,core_plus_bottleneck_budget192_H25,augmented_loss_support_bottleneck_s03,1
bottleneck_group,low_bottleneck,307,0.018128030861223606,0.016541795884664787,0.017430158224532873,0.7039894113447139,0.13680781758957655,scene-play-v0,core_plus_bottleneck_budget192_H25,augmented_loss_support_bottleneck_s03,1
horizon_group,long_horizon,233,0.022762836191070022,0.01994545768773206,0.020936231004851043,0.6439284516417947,0.12875536480686695,scene-play-v0,core_plus_bottleneck_budget192_H25,augmented_loss_support_bottleneck_s03,1
horizon_group,short_horizon,267,0.0163582725679008,0.012315942893427403,0.018226436734543335,0.7346303462641516,0.14606741573033707,scene-play-v0,core_plus_bottleneck_budget192_H25,augmented_loss_support_bottleneck_s03,1
compatibility_group,unknown,500,0.01936686797959118,0.016312837803668392,0.019275994251318915,0.6923632633701333,0.138,scene-play-v0,core_plus_bottleneck_budget192_H25,augmented_loss_support_bottleneck_s03,1
repair_reason,low_compatibility_junction,500,0.01936686797959118,0.016312837803668392,0.019275994251318915,0.6923632633701333,0.138,scene-play-v0,core_plus_bottleneck_budget192_H25,augmented_loss_support_bottleneck_s03,1
