step,train_action_mse,train_weighted_action_mse
1,0.2137707769870758,0.21540699899196625
1000,0.02513372339308262,0.025789273902773857
2000,0.019658220931887627,0.019967544823884964
3000,0.016970138996839523,0.017169294878840446
