edge_id,bank_edge_id,src,dst,repair_score,repair_reason,edge_action_mse,num_policy_eval_samples,edge_action_mse_ucb,direct_edge_policy_support_score,src_edge,dst_edge,is_repair_edge,num_unique_starts,num_unique_episodes,edge_bottleneck_score,median_h,num_segments,repair_reason_edge,planner_usage_count,used_by_planner,mean_endpoint_compatibility,support_group,bottleneck_group,horizon_group,compatibility_group,planner_usage_group
5795,570,9,179,4.603900423800438,low_compatibility_junction,0.009702899891540016,19,0.05399538483290517,0.8236101352820699,9,179,True,104,82,0.5689519284458886,1.0,104,low_compatibility_junction,0.0,False,,high_support,low_bottleneck,short_horizon,unknown,not_planner_used
5796,24262,498,179,4.5972583376758935,low_compatibility_junction,0.007581691024824977,14,0.053193268691158486,0.859302882240073,498,179,True,96,73,0.5689519284458886,1.0,97,low_compatibility_junction,0.0,False,,high_support,low_bottleneck,short_horizon,unknown,not_planner_used
5797,9701,198,179,4.596189432805955,low_compatibility_junction,0.008633459219709039,23,0.04660730430243283,0.8414159223259462,198,179,True,93,76,0.5689519284458886,1.0,93,low_compatibility_junction,0.0,False,,high_support,low_bottleneck,short_horizon,unknown,not_planner_used
5798,23612,483,179,4.547546684469869,low_compatibility_junction,0.007596928897934656,6,0.0773397446023805,0.8590410431751568,483,179,True,52,35,0.5689519284458886,1.0,52,low_compatibility_junction,0.0,False,,high_support,low_bottleneck,short_horizon,unknown,not_planner_used
5799,20539,418,179,4.483976574350041,low_compatibility_junction,0.013879346661269665,5,0.11714492479254586,0.7576097002852821,418,179,True,20,19,0.5689519284458886,1.0,20,low_compatibility_junction,0.0,False,,high_support,low_bottleneck,short_horizon,unknown,not_planner_used
5800,8869,179,253,4.468943759850985,low_compatibility_junction,0.007573894578123801,61,0.02941380143078966,0.8594368828695201,179,253,True,58,52,0.5689519284458886,2.0,166,low_compatibility_junction,0.0,False,,high_support,low_bottleneck,short_horizon,unknown,not_planner_used
5801,8833,179,129,4.46521460239845,low_compatibility_junction,0.009048311207712127,52,0.03490293151179336,0.83446354293173,179,129,True,63,41,0.5689519284458886,2.0,165,low_compatibility_junction,1.0,True,,high_support,low_bottleneck,short_horizon,unknown,planner_used
5802,8889,179,313,4.459819955578601,low_compatibility_junction,0.010011885373387486,58,0.035763235806809804,0.8185361577931913,179,313,True,57,37,0.5689519284458886,2.0,161,low_compatibility_junction,0.0,False,,high_support,low_bottleneck,short_horizon,unknown,not_planner_used
5803,8863,179,245,4.439273384701827,low_compatibility_junction,0.008634771205834113,32,0.040831110799961656,0.8413938440953006,179,245,True,43,36,0.5689519284458886,2.0,103,low_compatibility_junction,0.0,False,,high_support,low_bottleneck,short_horizon,unknown,not_planner_used
5804,8944,179,488,4.43874869100924,low_compatibility_junction,0.006831395420401047,42,0.03182829458381761,0.8722947392922743,179,488,True,45,26,0.5689519284458886,2.0,125,low_compatibility_junction,0.0,False,,high_support,low_bottleneck,short_horizon,unknown,not_planner_used
5805,8798,179,13,4.431426607712528,low_compatibility_junction,0.008811155809397416,121,0.02553668342522894,0.8384308949614857,179,13,True,120,83,0.5689519284458886,4.0,152,low_compatibility_junction,0.0,False,,high_support,low_bottleneck,short_horizon,unknown,not_planner_used
5806,8866,179,250,4.427822661461606,low_compatibility_junction,0.0035349265672266483,1,0.12006721351233852,0.931742741023273,179,250,True,9,9,0.5689519284458886,1.0,9,low_compatibility_junction,0.0,False,,low_support,low_bottleneck,short_horizon,unknown,not_planner_used
5807,8870,179,256,4.41560921489755,low_compatibility_junction,0.00877482695741,185,0.02227345055883317,0.839040300962575,179,256,True,117,95,0.5689519284458886,6.0,165,low_compatibility_junction,1.0,True,,high_support,low_bottleneck,short_horizon,unknown,planner_used
5808,8895,179,333,4.408173494475175,low_compatibility_junction,0.009408499896727292,168,0.02407618652318038,0.8284738564164299,179,333,True,89,71,0.5689519284458886,5.0,151,low_compatibility_junction,0.0,False,,high_support,low_bottleneck,short_horizon,unknown,not_planner_used
5809,8913,179,392,4.404691141370876,low_compatibility_junction,0.008271955032773221,78,0.028456215991119846,0.8475214751356559,179,392,True,84,62,0.5689519284458886,4.0,103,low_compatibility_junction,0.0,False,,high_support,low_bottleneck,short_horizon,unknown,not_planner_used
5810,8937,179,472,4.397378265701942,low_compatibility_junction,0.009332994075116908,108,0.02755325905442993,0.8297258935236294,179,472,True,88,68,0.5689519284458886,5.0,110,low_compatibility_junction,0.0,False,,high_support,low_bottleneck,short_horizon,unknown,not_planner_used
5811,8894,179,322,4.3914038412651815,low_compatibility_junction,0.00862359328311868,104,0.026471345769407104,0.84158196582987,179,322,True,77,53,0.5689519284458886,5.0,121,low_compatibility_junction,0.0,False,,high_support,low_bottleneck,short_horizon,unknown,not_planner_used
5812,8842,179,158,4.380178683054425,low_compatibility_junction,0.009568018929820767,101,0.0286448571802143,0.8258349212882277,179,158,True,67,48,0.5689519284458886,5.0,100,low_compatibility_junction,0.0,False,,high_support,low_bottleneck,short_horizon,unknown,not_planner_used
5813,8902,179,353,4.36979935010514,low_compatibility_junction,0.008763006900534815,124,0.02523976651313485,0.839238674491074,179,353,True,69,39,0.5689519284458886,6.0,107,low_compatibility_junction,0.0,False,,high_support,low_bottleneck,short_horizon,unknown,not_planner_used
5814,7433,155,179,4.3483940227992415,low_compatibility_junction,0.008803087418615078,146,0.024022474079197907,0.8385662016403543,155,179,True,105,13,0.5689519284458886,7.0,105,low_compatibility_junction,0.0,False,,high_support,low_bottleneck,short_horizon,unknown,not_planner_used
