env,seed,graph_id,node_count,edge_count,bridge_count,compared_paths,no_path_g0,no_path_graph,mean_path_cost_reduction,median_path_cost_reduction,shorter_path_rate,bridge_usage_rate
scene-play-v0,0,G0,736,62354,0,1000,0,0,0.0,0.0,0.0,0.0
scene-play-v0,0,G1,736,62358,4,1000,0,0,0.0,0.0,0.0,0.0
scene-play-v0,0,G2,736,63162,808,1000,0,0,0.28783241153495603,0.0,0.041,0.041
scene-play-v0,0,G3,736,63166,812,1000,0,0,0.28783241153495603,0.0,0.041,0.041
