condition,top_q,removed_nodes,path_coverage,mean_path_cost,reachable_pair_ratio,average_shortest_path_length
before,0.1,,1.0,50.283959471665604,1.0,76.36349481801211
after,0.1,207 167 146 186 358 27 209 252 127 46 233 187,0.7268722466960352,65.19320340572976,0.7268722466960352,93.1875609900206
