group_type,group_value,num_edges,mean_edge_action_mse,median_edge_action_mse,sample_weighted_edge_action_mse,mean_direct_policy_support_score,mean_planner_usage_count,dataset,phase2_run,method,seed
all_repair_edges,all_repair_edges,500,0.014806985607106653,0.01029404261082943,0.013450466901357722,0.7598392912249887,0.158,scene-play-v0,core_plus_bottleneck_budget192_H10,planner_relevant_repair_s02,0
planner_usage_group,not_planner_used,443,0.014793611775729845,0.010317351648561835,0.0134716823025965,0.7589200275213486,0.0,scene-play-v0,core_plus_bottleneck_budget192_H10,planner_relevant_repair_s02,0
planner_usage_group,planner_used,57,0.014910222200190778,0.010053971490248972,0.013319207088863728,0.7669837442199474,1.3859649122807018,scene-play-v0,core_plus_bottleneck_budget192_H10,planner_relevant_repair_s02,0
support_group,high_support,243,0.012898123481115404,0.009263640774748106,0.012723136628340383,0.7870525020055339,0.20164609053497942,scene-play-v0,core_plus_bottleneck_budget192_H10,planner_relevant_repair_s02,0
support_group,low_support,257,0.01663318047567308,0.011870366874934686,0.017863279900547733,0.7341085121601156,0.11673151750972763,scene-play-v0,core_plus_bottleneck_budget192_H10,planner_relevant_repair_s02,0
bottleneck_group,high_bottleneck,221,0.018413459445600903,0.01352320427153399,0.01402479243523783,0.7109003535100828,0.15384615384615385,scene-play-v0,core_plus_bottleneck_budget192_H10,planner_relevant_repair_s02,0
bottleneck_group,low_bottleneck,279,0.011989023969860249,0.008927102911525943,0.012955603489895459,0.7986045429633194,0.16129032258064516,scene-play-v0,core_plus_bottleneck_budget192_H10,planner_relevant_repair_s02,0
horizon_group,long_horizon,245,0.015056176542838539,0.01145053917259377,0.014103199392202777,0.7535003855390925,0.11428571428571428,scene-play-v0,core_plus_bottleneck_budget192_H10,planner_relevant_repair_s02,0
horizon_group,short_horizon,255,0.014564716641811762,0.009130749255730321,0.01293204266409237,0.7659296123741834,0.2,scene-play-v0,core_plus_bottleneck_budget192_H10,planner_relevant_repair_s02,0
compatibility_group,unknown,500,0.014806985607106653,0.01029404261082943,0.013450466901357722,0.7598392912249887,0.158,scene-play-v0,core_plus_bottleneck_budget192_H10,planner_relevant_repair_s02,0
repair_reason,low_compatibility_junction,500,0.014806985607106653,0.01029404261082943,0.013450466901357722,0.7598392912249887,0.158,scene-play-v0,core_plus_bottleneck_budget192_H10,planner_relevant_repair_s02,0
