dataset_name,method,num_episodes,success_rate,mean_steps,mean_total_reward,mean_final_goal_l2,skipped,skipped_reason
antmaze-large-stitch-v0,preplan_policy_mismatch_w0p75_3ep_corebot100k_H10_B120,3,0.0,105.33333333333333,0.0,41.14777374267578,False,
