dataset,method,episodes_per_task,total_eval_episodes,overall_success,overall_length,overall_normalized_return,task1_open_success,task1_open_length,task2_unlock_and_lock_success,task2_unlock_and_lock_length,task3_rearrange_medium_success,task3_rearrange_medium_length,task4_put_in_drawer_success,task4_put_in_drawer_length,task5_rearrange_hard_success,task5_rearrange_hard_length,num_paths_audited,mean_path_edges,mean_path_cost,mean_unsupported_edge_fraction,mean_same_traj_support,path_change_rate_vs_original,success_delta_vs_original,length_delta_vs_original,unsupported_fraction_delta_vs_original,same_traj_support_delta_vs_original,task1_open_success_delta_vs_original,task2_unlock_and_lock_success_delta_vs_original,task3_rearrange_medium_success_delta_vs_original,task4_put_in_drawer_success_delta_vs_original,task5_rearrange_hard_success_delta_vs_original
scene-play-v0,original,20,100,0.73,369.14,73.0,0.65,351.4,0.8,296.55,0.75,389.6,0.55,437.05,0.9,371.1,3655,2.261833105335157,85.72566164971703,0.9726630186958504,11.24033287733698,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
scene-play-v0,hybrid_w5p00_forward,20,100,0.7,388.18,70.0,0.65,378.55,0.75,349.7,0.8,346.55,0.55,431.1,0.75,435.0,3655,2.2593707250342,91.67900488730552,0.963155494756042,16.367236662106702,0.0593707250341997,-0.030000000000000027,19.04000000000002,-0.00950752393980836,5.126903784769722,0.0,-0.050000000000000044,0.050000000000000044,0.0,-0.15000000000000002
scene-play-v0,hybrid_w10p00_forward,20,100,0.6900000000000001,385.17,69.0,0.65,356.3,0.65,388.95,0.8,366.65,0.6,400.15,0.75,413.8,3655,2.262106703146374,97.2630651444057,0.9523255813953488,19.524122207022344,0.1318741450068399,-0.039999999999999925,16.03000000000003,-0.020337437300501526,8.283789329685364,0.0,-0.15000000000000002,0.050000000000000044,0.04999999999999993,-0.15000000000000002
scene-play-v0,hybrid_w20p00_forward,20,100,0.72,374.77,72.0,0.8,303.65,0.8,314.7,0.8,371.1,0.55,430.2,0.65,454.2,3655,2.288919288645691,107.4630935973042,0.9412631098951209,23.57463292293662,0.2445964432284541,-0.010000000000000009,5.6299999999999955,-0.031399908800729515,12.334300045599639,0.15000000000000002,0.0,0.050000000000000044,0.0,-0.25
scene-play-v0,original,50,250,0.756,343.468,75.6,0.82,248.12,0.76,325.46,0.76,374.18,0.62,391.6,0.82,377.98,3655,2.261833105335157,85.72566164971703,0.9726630186958504,11.24033287733698,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
scene-play-v0,hybrid_w2p00_forward,50,250,0.736,352.736,73.6,0.84,242.28,0.68,367.06,0.7,387.44,0.62,390.56,0.84,376.34,3655,2.2596443228454173,88.14081064023416,0.9696078431372548,12.935088919288646,0.0229822161422708,-0.020000000000000018,9.267999999999972,-0.0030551755585955798,1.6947560419516652,0.020000000000000018,-0.07999999999999996,-0.06000000000000005,0.0,0.020000000000000018
scene-play-v0,hybrid_w5p00_forward,50,250,0.764,348.896,76.4,0.8,268.46,0.78,314.04,0.74,402.02,0.64,380.08,0.86,379.88,3655,2.2593707250342,91.67900488730552,0.963155494756042,16.367236662106702,0.0593707250341997,0.008000000000000007,5.427999999999997,-0.00950752393980836,5.126903784769722,-0.019999999999999907,0.020000000000000018,-0.020000000000000018,0.020000000000000018,0.040000000000000036
scene-play-v0,hybrid_w10p00_forward,50,250,0.724,359.82,72.4,0.84,232.8,0.68,364.28,0.7,409.12,0.64,378.08,0.76,414.82,3655,2.262106703146374,97.2630651444057,0.9523255813953488,19.524122207022344,0.1318741450068399,-0.03200000000000003,16.351999999999975,-0.020337437300501526,8.283789329685364,0.020000000000000018,-0.07999999999999996,-0.06000000000000005,0.020000000000000018,-0.05999999999999994
scene-play-v0,hybrid_w20p00_forward,50,250,0.7280000000000001,360.108,72.8,0.84,250.74,0.74,342.08,0.74,380.42,0.6,401.06,0.72,426.24,3655,2.288919288645691,107.4630935973042,0.9412631098951209,23.57463292293662,0.2445964432284541,-0.027999999999999914,16.639999999999986,-0.031399908800729515,12.334300045599639,0.020000000000000018,-0.020000000000000018,-0.020000000000000018,-0.020000000000000018,-0.09999999999999998
