graph_type,high_bottleneck_nodes_retained_rate,bottleneck_edge_fraction,bottleneck_removal_delta_coverage,bottleneck_removal_delta_cost
support_graph,1.0,0.5055350553505535,-0.08,2.344558961940349
kNN_graph,1.0,0.19360730593607306,-0.09000000000000001,2.65757029627569
random_graph,1.0,0.02214022140221402,-0.08000000000000002,0.612133403601506
GAS_style_threshold_graph,0.9803921568627451,0.1713231418028466,-0.08000000000000002,1.9343572674400598
