segment_source,segment_edge_id,edge_src,edge_dst,attempts,completed,timeouts,success_rate,failure_excess,mean_attempt_steps,mean_final_subgoal_l2,mean_selected_policy_action_mse
bank,0,0,1,2,1,1,0.5,0,14.0,11.976805210113525,0.03923908621072769
bank,1,0,20,3,0,3,0.0,3,14.0,14.89102554321289,0.06735612452030182
bank,2,0,21,2,0,2,0.0,2,14.0,13.783556461334229,0.09793959558010101
bank,5,1,3,1,1,0,1.0,0,20.0,11.842409133911133,0.037892282009124756
bank,12,2,4,1,0,1,0.0,1,20.0,14.973123550415039,0.0823717713356018
bank,15,2,23,1,0,1,0.0,1,10.0,14.790620803833008,0.092484250664711
bank,18,3,4,1,1,0,1.0,0,8.0,8.843055725097656,0.09976588934659958
bank,32,4,26,1,0,1,0.0,1,20.0,8.324389457702637,0.30572134256362915
bank,109,20,40,2,0,2,0.0,2,14.0,15.603603839874268,0.05294928699731827
bank,110,20,41,2,1,1,0.5,0,12.0,11.065868854522705,0.05163251794874668
bank,114,21,20,1,0,1,0.0,1,12.0,13.630173683166504,0.035140685737133026
bank,117,21,41,1,0,1,0.0,1,14.0,5.953808307647705,0.09670224040746689
bank,233,41,60,1,0,1,0.0,1,16.0,7.094786167144775,0.053520310670137405
bank,234,41,61,2,1,1,0.5,0,13.5,14.256120681762695,0.05378848314285278
bank,318,61,81,1,1,0,1.0,0,10.0,10.906930923461914,0.058198023587465286
bank,371,81,101,1,1,0,1.0,0,10.0,8.34815502166748,0.032087214291095734
bank,394,101,102,1,0,1,0.0,1,10.0,13.019620895385742,0.04339755326509476
bank,396,101,121,1,1,0,1.0,0,6.0,8.564159393310547,0.03914839029312134
bank,397,101,122,1,0,1,0.0,1,18.0,10.958261489868164,0.048066653311252594
graph,159,121,123,1,0,1,0.0,1,1.0,14.636722564697266,0.10150333493947983
