episode_id,segment_source,segment_edge_id,edge_src,edge_dst,attempt_steps,completed,timeout,final_cluster,final_subgoal_l2,mean_selected_policy_action_mse
0,bank,1,0,20,14,0,1,0,15.277469635009766,0.06735612452030182
0,bank,2,0,21,14,0,1,0,14.074914932250977,0.09793959558010101
0,bank,0,0,1,14,1,0,1,13.055502891540527,0.03923908621072769
0,bank,5,1,3,20,1,0,3,11.842409133911133,0.037892282009124756
0,bank,18,3,4,8,1,0,4,8.843055725097656,0.09976588934659958
0,bank,32,4,26,20,0,1,2,8.324389457702637,0.30572134256362915
0,bank,12,2,4,20,0,1,2,14.973123550415039,0.0823717713356018
0,bank,15,2,23,10,0,1,22,14.790620803833008,0.092484250664711
1,bank,1,0,20,14,0,1,0,14.727471351623535,0.06735612452030182
1,bank,2,0,21,14,0,1,0,13.49219799041748,0.09793959558010101
1,bank,0,0,1,14,0,1,0,10.898107528686523,0.03923908621072769
1,bank,1,0,20,14,0,1,21,14.668135643005371,0.06735612452030182
1,bank,117,21,41,14,0,1,21,5.953808307647705,0.09670224040746689
1,bank,114,21,20,12,0,1,41,13.630173683166504,0.035140685737133026
1,bank,234,41,61,14,0,1,41,13.626209259033203,0.05378848314285278
1,bank,233,41,60,16,0,1,41,7.094786167144775,0.053520310670137405
2,bank,109,20,40,14,0,1,20,13.826071739196777,0.05294928699731827
2,bank,110,20,41,14,0,1,20,12.840385437011719,0.053104791790246964
2,bank,109,20,40,14,0,1,20,17.381135940551758,0.05294928699731827
2,bank,110,20,41,10,1,0,41,9.291352272033691,0.0501602441072464
2,bank,234,41,61,13,1,0,61,14.886032104492188,0.05378848314285278
2,bank,318,61,81,10,1,0,81,10.906930923461914,0.058198023587465286
2,bank,371,81,101,10,1,0,101,8.34815502166748,0.032087214291095734
2,bank,397,101,122,18,0,1,101,10.958261489868164,0.048066653311252594
2,bank,394,101,102,10,0,1,101,13.019620895385742,0.04339755326509476
2,bank,396,101,121,6,1,0,121,8.564159393310547,0.03914839029312134
2,graph,159,121,123,1,0,1,121,14.636722564697266,0.10150333493947983
