condition,top_q,removed_nodes,path_coverage,mean_path_cost,reachable_pair_ratio,average_shortest_path_length
before,0.1,,0.9,53.86706163279093,0.9,69.33018171394187
after,0.1,207 167 146 186 358 27 209 252,0.65,58.80235278398103,0.65,53.617464073598526
