condition,top_q,removed_nodes,path_coverage,mean_path_cost,reachable_pair_ratio,average_shortest_path_length
before,0.1,,0.14,57.697176151136624,0.14,21.702757129615062
after,0.1,207 252 46 233,0.14,57.697176151136624,0.14,24.18398611543254
