dataset_name,H,node_selection,node_budget,mode,num_queries,num_reachable,path_coverage,mean_path_edges,mean_path_cost,median_path_cost,all_num_queries,strict_num_queries,strict_num_reachable,strict_query_selection_rate,strict_coverage_over_all,mean_num_virtual_edges_used,median_num_virtual_edges_used,mean_virtual_edge_ratio
antmaze-large-stitch-v0,10,density,40,strict_selected,50,7,0.14,6.571428571428571,57.697176151136624,61.75397861270965,500,50.0,7.0,0.1,0.014,,,
antmaze-large-stitch-v0,10,density,40,virtual_query,500,30,0.06,6.0,54.02993366266678,61.47539799542519,500,,,,,0.112,0.0,0.022523809523809522
