delta_drift_count,delta_final_goal_stall_count,delta_normalized_score,delta_recovery_success_rate,delta_segment_target_reach_rate,delta_stall_count,delta_success_rate,delta_target_switch_count,env_name,matched_pairs,variant
,,-8.0,,,,-0.08000000000000007,,antmaze-giant-navigate-v0,1,cage_contract_shadow_rank
,,-4.0,,,,-0.040000000000000036,,antmaze-giant-navigate-v0,1,cage_trace_only
,,0.0,,,,0.0,,antmaze-giant-stitch-v0,1,cage_contract_shadow_rank
,,4.0,,,,0.039999999999999925,,antmaze-giant-stitch-v0,1,cage_trace_only
