segment_source,segment_edge_id,edge_src,edge_dst,attempts,completed,timeouts,success_rate,failure_excess,mean_attempt_steps,mean_final_subgoal_l2,mean_selected_policy_action_mse
bank,0,0,1,2,0,2,0.0,2,14.0,13.526235580444336,0.03923908621072769
bank,1,0,20,4,0,4,0.0,4,14.0,14.70340871810913,0.06735612452030182
bank,2,0,21,2,0,2,0.0,2,14.0,13.685718536376953,0.09793959558010101
bank,5,1,3,3,0,3,0.0,3,20.0,9.030069351196289,0.037892282009124756
bank,12,2,4,2,0,2,0.0,2,20.0,14.194879055023193,0.03261202201247215
bank,15,2,23,3,1,2,0.3333333333333333,1,11.666666666666666,14.52748998006185,0.092484250664711
bank,123,22,23,1,0,1,0.0,1,9.0,14.76948356628418,0.4857388138771057
bank,125,23,3,1,0,1,0.0,1,12.0,8.355156898498535,0.019983407109975815
bank,126,23,4,3,0,3,0.0,3,13.666666666666666,11.892021179199219,0.37599651018778485
bank,134,24,26,1,0,1,0.0,1,15.0,12.220227241516113,0.10816933959722519
bank,142,25,46,1,0,1,0.0,1,16.0,7.921164512634277,0.1859358549118042
graph,0,1,3,1,0,1,0.0,1,20.0,10.729124069213867,0.037892282009124756
