dataset,phase2_run,sampling_mode,final_val_action_mse,best_val_action_mse,bottleneck_edge_val_mse,non_bottleneck_edge_val_mse,high_support_edge_val_mse,low_support_edge_val_mse,short_horizon_edge_val_mse,long_horizon_edge_val_mse,final_val_action_mse_std,best_val_action_mse_std,bottleneck_edge_val_mse_std,non_bottleneck_edge_val_mse_std,high_support_edge_val_mse_std,low_support_edge_val_mse_std,short_horizon_edge_val_mse_std,long_horizon_edge_val_mse_std,num_seeds
scene-play-v0,core_plus_bottleneck_budget192_H10,bottleneck_weighted,0.030328309163451195,0.030328309163451195,0.0344186775899399,0.033503730427352614,0.03080390243937578,0.03717454447723274,0.03559138160371899,0.031073926567944152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
scene-play-v0,core_plus_bottleneck_budget192_H10,uniform_edge,0.030578994192183018,0.030578994192183018,0.03510392794937538,0.033700654304349105,0.03122528029604866,0.03764355085522757,0.03598428136574446,0.03161196785491525,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
scene-play-v0,core_plus_bottleneck_budget192_H10,uniform_transition,0.029393851291388273,0.029393851291388273,0.03538242160266204,0.03335149399995454,0.02968343769879829,0.039144577963829946,0.03618913415922436,0.031162330775536998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
