run_dir,dataset_key,run_name,dataset,phase2_run,method,baseline_method,num_seeds,final_val_action_mse,final_val_action_mse_baseline,final_val_action_mse_delta_vs_baseline,final_val_action_mse_ratio_vs_baseline,direct_repair_edge_mse,direct_repair_edge_mse_baseline,direct_repair_edge_mse_delta_vs_baseline,direct_repair_edge_mse_ratio_vs_baseline,planner_used_repair_edge_mse,planner_used_repair_edge_mse_baseline,planner_used_repair_edge_mse_delta_vs_baseline,planner_used_repair_edge_mse_ratio_vs_baseline,not_planner_used_repair_edge_mse,not_planner_used_repair_edge_mse_baseline,not_planner_used_repair_edge_mse_delta_vs_baseline,not_planner_used_repair_edge_mse_ratio_vs_baseline,direct_repair_policy_support_score,direct_repair_policy_support_score_baseline,direct_repair_policy_support_score_delta_vs_baseline,direct_repair_policy_support_score_ratio_vs_baseline,is_baseline,final_val_mse_regret,direct_repair_mse_improvement,planner_used_repair_mse_improvement,policy_support_score_gain,passes_final_val_guard,passes_direct_repair_guard,passes_planner_used_guard,passes_policy_support_guard,guard_pass,num_guard_violations,guard_violation_reasons,selection_status,selected_method,selected_is_baseline,num_candidates,num_guard_pass_candidates
results/phase4m/antmaze_large_stitch/core_plus_bottleneck_budget120_H10_3000,antmaze_large_stitch,core_plus_bottleneck_budget120_H10_3000,antmaze-large-stitch-v0,core_plus_bottleneck_budget120_H10,planner_relevant_repair_s04,augmented_loss_support_bottleneck_s03,2,0.0938325012102723,0.0942922821268439,-0.0004597809165716,0.99512387539891,0.0814229998816781,0.0818255300368662,-0.000402530155188,0.9950806288085547,0.0892152843293392,0.0904410337205863,-0.001225749391247,0.9864469772091068,0.0805088212593268,0.0808147726214577,-0.0003059513621308,0.9962141654031004,0.2173070346780792,0.2164923663698528,0.0008146683082263,1.0037630347983475,False,-0.004876124601089993,0.004919371191445254,0.01355302279089321,0.0037630347983474977,True,True,True,True,True,0,,guard_pass,planner_relevant_repair_s04,False,1,1
results/phase4m/scene_play/core_plus_bottleneck_budget192_H10_3000,scene_play,core_plus_bottleneck_budget192_H10_3000,scene-play-v0,core_plus_bottleneck_budget192_H10,planner_relevant_repair_s02,augmented_loss_support_bottleneck_s03,2,0.0115919714444316,0.0115252409013919,6.673054303979291e-05,1.0057899477859706,0.0151891881215663,0.0153685947265388,-0.0001794066049724,0.9883264144728424,0.0161044782663146,0.0167671485380605,-0.0006626702717458,0.9604780580167454,0.0150713741283434,0.0151882326471978,-0.0001168585188543,0.9923059830877742,0.7591872062560483,0.7576606960849075,0.0015265101711408,1.0020147675325233,False,0.005789947785970639,0.011673585527157582,0.03952194198325465,0.002014767532523276,True,True,True,True,True,0,,guard_pass,planner_relevant_repair_s02,False,3,2
results/phase4m/scene_play/core_plus_bottleneck_budget192_H5_3000,scene_play,core_plus_bottleneck_budget192_H5_3000,scene-play-v0,core_plus_bottleneck_budget192_H5,planner_relevant_repair_s04,augmented_loss_support_bottleneck_s03,2,0.0082467278116382,0.0084232934459578,-0.0001765656343195,0.9790384087349718,0.010834336036838,0.0111736284234191,-0.000339292386581,0.9696345382427484,0.0109746008474466,0.0111884702245244,-0.0002138693770778,0.9808848419144008,0.0108194406587203,0.0111720523029478,-0.0003526116442274,0.96843806002104,0.8214801853243903,0.8169467021924167,0.0045334831319735,1.0055493009761924,False,-0.020961591265028168,0.030365461757251633,0.01911515808559916,0.0055493009761924394,True,True,True,True,True,0,,guard_pass,planner_relevant_repair_s04,False,1,1
