condition,top_q,removed_nodes,path_coverage,mean_path_cost,reachable_pair_ratio,average_shortest_path_length
before,0.1,,0.9414893617021277,34.06269712700238,0.9414893617021277,49.55482249919264
after,0.1,54 207 55 166 252 206 187 56 186 233 231 126,0.48404255319148937,40.65955574924744,0.48404255319148937,41.34618640754537
