group_type,group_value,num_edges,mean_edge_action_mse,median_edge_action_mse,sample_weighted_edge_action_mse,mean_direct_policy_support_score,mean_planner_usage_count,dataset,phase2_run,method,seed
all_repair_edges,all_repair_edges,500,0.015011479345256621,0.0103946518555114,0.013461092457182626,0.758962740121362,0.158,scene-play-v0,core_plus_bottleneck_budget192_H10,augmented_loss_support_bottleneck_s03,0
planner_usage_group,not_planner_used,443,0.014889590084386582,0.010341888525462351,0.01339584281312035,0.7583415292981679,0.0,scene-play-v0,core_plus_bottleneck_budget192_H10,augmented_loss_support_bottleneck_s03,0
planner_usage_group,planner_used,57,0.01595237890284989,0.0105104555611263,0.01386479238953459,0.7637907470454844,1.3859649122807018,scene-play-v0,core_plus_bottleneck_budget192_H10,augmented_loss_support_bottleneck_s03,0
support_group,high_support,243,0.012925109234009214,0.0094536664546467,0.012714431598692757,0.7868428720352684,0.20164609053497942,scene-play-v0,core_plus_bottleneck_budget192_H10,augmented_loss_support_bottleneck_s03,0
support_group,low_support,257,0.017007494845387015,0.011643564066616801,0.017991186782366768,0.7326013702572404,0.11673151750972763,scene-play-v0,core_plus_bottleneck_budget192_H10,augmented_loss_support_bottleneck_s03,0
bottleneck_group,high_bottleneck,221,0.018854254313255717,0.0131161866752319,0.01418651956366431,0.7093197021308626,0.15384615384615385,scene-play-v0,core_plus_bottleneck_budget192_H10,augmented_loss_support_bottleneck_s03,0
bottleneck_group,low_bottleneck,279,0.012008880983164138,0.0091975257660333,0.012836033476685231,0.7982857200349833,0.16129032258064516,scene-play-v0,core_plus_bottleneck_budget192_H10,augmented_loss_support_bottleneck_s03,0
horizon_group,long_horizon,245,0.015132767089868649,0.0112120067020512,0.013990878651535437,0.7535132268237957,0.11428571428571428,scene-play-v0,core_plus_bottleneck_budget192_H10,augmented_loss_support_bottleneck_s03,0
horizon_group,short_horizon,255,0.014893560704661593,0.009292277268303301,0.013040316706667296,0.764198547015102,0.2,scene-play-v0,core_plus_bottleneck_budget192_H10,augmented_loss_support_bottleneck_s03,0
compatibility_group,unknown,500,0.015011479345256621,0.0103946518555114,0.013461092457182626,0.758962740121362,0.158,scene-play-v0,core_plus_bottleneck_budget192_H10,augmented_loss_support_bottleneck_s03,0
repair_reason,low_compatibility_junction,500,0.015011479345256621,0.0103946518555114,0.013461092457182626,0.758962740121362,0.158,scene-play-v0,core_plus_bottleneck_budget192_H10,augmented_loss_support_bottleneck_s03,0
all_repair_edges,all_repair_edges,500,0.015725710107820978,0.01034137572497955,0.01381118605583945,0.756358652048453,0.158,scene-play-v0,core_plus_bottleneck_budget192_H10,augmented_loss_support_bottleneck_s03,1
planner_usage_group,not_planner_used,443,0.015486875210009098,0.0104652624517069,0.013664033923383698,0.7566135692061523,0.0,scene-play-v0,core_plus_bottleneck_budget192_H10,augmented_loss_support_bottleneck_s03,1
planner_usage_group,planner_used,57,0.017581918173271174,0.0095342421943011,0.0147009006966063,0.7543774537877365,1.3859649122807018,scene-play-v0,core_plus_bottleneck_budget192_H10,augmented_loss_support_bottleneck_s03,1
support_group,high_support,243,0.013089003812276474,0.0094376502397195,0.01293982505417269,0.783033714857077,0.20164609053497942,scene-play-v0,core_plus_bottleneck_budget192_H10,augmented_loss_support_bottleneck_s03,1
support_group,low_support,257,0.018218782597382518,0.0122030058410018,0.01926044743678374,0.7311367055017776,0.11673151750972763,scene-play-v0,core_plus_bottleneck_budget192_H10,augmented_loss_support_bottleneck_s03,1
bottleneck_group,high_bottleneck,221,0.020485069796370926,0.0137586114828341,0.014423415601419777,0.7019523289231688,0.15384615384615385,scene-play-v0,core_plus_bottleneck_budget192_H10,augmented_loss_support_bottleneck_s03,1
bottleneck_group,low_bottleneck,279,0.011955751358109373,0.0087860947774435,0.013288858791849474,0.7994547001154344,0.16129032258064516,scene-play-v0,core_plus_bottleneck_budget192_H10,augmented_loss_support_bottleneck_s03,1
horizon_group,long_horizon,245,0.0159795499065115,0.0115322397064624,0.014673946215667092,0.7447135314785148,0.11428571428571428,scene-play-v0,core_plus_bottleneck_budget192_H10,augmented_loss_support_bottleneck_s03,1
horizon_group,short_horizon,255,0.01548182481103989,0.0093588095200671,0.013124226141253307,0.7675471012234917,0.2,scene-play-v0,core_plus_bottleneck_budget192_H10,augmented_loss_support_bottleneck_s03,1
compatibility_group,unknown,500,0.015725710107820978,0.01034137572497955,0.01381118605583945,0.756358652048453,0.158,scene-play-v0,core_plus_bottleneck_budget192_H10,augmented_loss_support_bottleneck_s03,1
repair_reason,low_compatibility_junction,500,0.015725710107820978,0.01034137572497955,0.01381118605583945,0.756358652048453,0.158,scene-play-v0,core_plus_bottleneck_budget192_H10,augmented_loss_support_bottleneck_s03,1
all_repair_edges,all_repair_edges,500,0.014888706386252495,0.0102287755170118,0.013299391352231998,0.7595759305899665,0.158,scene-play-v0,core_plus_bottleneck_budget192_H10,planner_relevant_repair_s04,0
planner_usage_group,not_planner_used,443,0.014827066148497884,0.01023537406338105,0.01328372086420938,0.7587823060990118,0.0,scene-play-v0,core_plus_bottleneck_budget192_H10,planner_relevant_repair_s04,0
