dataset,phase2_run,method,baseline_method,num_seeds,final_val_action_mse,final_val_action_mse_baseline,final_val_action_mse_delta_vs_baseline,final_val_action_mse_ratio_vs_baseline,direct_repair_edge_mse,direct_repair_edge_mse_baseline,direct_repair_edge_mse_delta_vs_baseline,direct_repair_edge_mse_ratio_vs_baseline,planner_used_repair_edge_mse,planner_used_repair_edge_mse_baseline,planner_used_repair_edge_mse_delta_vs_baseline,planner_used_repair_edge_mse_ratio_vs_baseline,not_planner_used_repair_edge_mse,not_planner_used_repair_edge_mse_baseline,not_planner_used_repair_edge_mse_delta_vs_baseline,not_planner_used_repair_edge_mse_ratio_vs_baseline,direct_repair_policy_support_score,direct_repair_policy_support_score_baseline,direct_repair_policy_support_score_delta_vs_baseline,direct_repair_policy_support_score_ratio_vs_baseline
scene-play-v0,core_plus_bottleneck_budget192_H10,augmented_loss_support_bottleneck_s03,augmented_loss_support_bottleneck_s03,2,0.0115252409013919,0.0115252409013919,0.0,1.0,0.0153685947265388,0.0153685947265388,0.0,1.0,0.01676714853806053,0.01676714853806053,0.0,1.0,0.01518823264719784,0.01518823264719784,0.0,1.0,0.7576606960849075,0.7576606960849075,0.0,1.0
scene-play-v0,core_plus_bottleneck_budget192_H10,planner_relevant_repair_s01,augmented_loss_support_bottleneck_s03,2,0.01160256942966953,0.0115252409013919,7.732852827762975e-05,1.0067094934448,0.015378421009433114,0.0153685947265388,9.826282894313115e-06,1.0006393741958297,0.01668091291873072,0.01676714853806053,-8.623561932981014e-05,0.9948568703179279,0.015210455926018704,0.01518823264719784,2.2223278820864e-05,1.0014631905724043,0.7568459124724314,0.7576606960849075,-0.000814783612476111,0.998924606203428
scene-play-v0,core_plus_bottleneck_budget192_H10,planner_relevant_repair_s02,augmented_loss_support_bottleneck_s03,2,0.011591971444431692,0.0115252409013919,6.673054303979291e-05,1.0057899477859706,0.015189188121566327,0.0153685947265388,-0.00017940660497247317,0.9883264144728424,0.016104478266314688,0.01676714853806053,-0.0006626702717458417,0.9604780580167454,0.01507137412834348,0.01518823264719784,-0.00011685851885435972,0.9923059830877742,0.7591872062560483,0.7576606960849075,0.0015265101711408047,1.0020147675325233
scene-play-v0,core_plus_bottleneck_budget192_H10,planner_relevant_repair_s04,augmented_loss_support_bottleneck_s03,2,0.01162610389292235,0.0115252409013919,0.00010086299153044993,1.0087514866191012,0.015268312375816728,0.0153685947265388,-0.00010028235072207306,0.9934748522876393,0.016137818370382105,0.01676714853806053,-0.0006293301676784241,0.962466476261609,0.015156225915214337,0.01518823264719784,-3.200673198350268e-05,0.9978926625153185,0.7578098182617783,0.7576606960849075,0.00014912217687079732,1.00019681920633
