step,train_action_mse,train_weighted_action_mse
1,0.1981436014175415,0.2000880241394043
1000,0.022985288873314857,0.023121340200304985
2000,0.0199743639677763,0.020070871338248253
3000,0.01777184009552002,0.01808176189661026
