run_dir,run_name,dataset,phase2_run,method,baseline_method,num_seeds,final_val_action_mse,final_val_action_mse_baseline,final_val_action_mse_delta_vs_baseline,final_val_action_mse_ratio_vs_baseline,direct_repair_edge_mse,direct_repair_edge_mse_baseline,direct_repair_edge_mse_delta_vs_baseline,direct_repair_edge_mse_ratio_vs_baseline,planner_used_repair_edge_mse,planner_used_repair_edge_mse_baseline,planner_used_repair_edge_mse_delta_vs_baseline,planner_used_repair_edge_mse_ratio_vs_baseline,not_planner_used_repair_edge_mse,not_planner_used_repair_edge_mse_baseline,not_planner_used_repair_edge_mse_delta_vs_baseline,not_planner_used_repair_edge_mse_ratio_vs_baseline,direct_repair_policy_support_score,direct_repair_policy_support_score_baseline,direct_repair_policy_support_score_delta_vs_baseline,direct_repair_policy_support_score_ratio_vs_baseline,final_val_action_mse_improved,direct_repair_edge_mse_improved,planner_used_repair_edge_mse_improved,not_planner_used_repair_edge_mse_improved,direct_repair_policy_support_score_improved
results/phase4m/antmaze_large_stitch/core_plus_bottleneck_budget120_H10_3000,antmaze_large_stitch/core_plus_bottleneck_budget120_H10_3000,antmaze-large-stitch-v0,core_plus_bottleneck_budget120_H10,planner_relevant_repair_s04,augmented_loss_support_bottleneck_s03,2,0.0938325012102723,0.0942922821268439,-0.0004597809165716,0.99512387539891,0.0814229998816781,0.0818255300368662,-0.000402530155188,0.9950806288085547,0.0892152843293392,0.0904410337205863,-0.001225749391247,0.9864469772091068,0.0805088212593268,0.0808147726214577,-0.0003059513621308,0.9962141654031004,0.2173070346780792,0.2164923663698528,0.0008146683082263,1.0037630347983475,True,True,True,True,True
results/phase4m/scene_play/core_plus_bottleneck_budget192_H5_3000,scene_play/core_plus_bottleneck_budget192_H5_3000,scene-play-v0,core_plus_bottleneck_budget192_H5,planner_relevant_repair_s04,augmented_loss_support_bottleneck_s03,2,0.0082467278116382,0.0084232934459578,-0.0001765656343195,0.9790384087349718,0.010834336036838,0.0111736284234191,-0.000339292386581,0.9696345382427484,0.0109746008474466,0.0111884702245244,-0.0002138693770778,0.9808848419144008,0.0108194406587203,0.0111720523029478,-0.0003526116442274,0.96843806002104,0.8214801853243903,0.8169467021924167,0.0045334831319735,1.0055493009761924,True,True,True,True,True
