condition,top_q,removed_nodes,path_coverage,mean_path_cost,reachable_pair_ratio,average_shortest_path_length
before,0.1,,0.5761904761904761,68.39680664084486,0.5761904761904761,69.79463763206076
after,0.1,207 146 186 358 209 252 127 46,0.44761904761904764,66.25855132993557,0.44761904761904764,61.86744939932158
