dataset,phase2_run,phase2_run_dir,sampling_mode,seed,final_val_action_mse,best_val_action_mse,bottleneck_edge_val_mse,non_bottleneck_edge_val_mse,high_support_edge_val_mse,low_support_edge_val_mse,short_horizon_edge_val_mse,long_horizon_edge_val_mse
antmaze-large-stitch-v0,density_budget120_H10,results/phase2/antmaze_large_stitch/density_budget120_H10,uniform_transition,0,0.2129872664809227,0.2129872664809227,0.1900714592408735,0.20772609033646972,0.21439176318004527,0.18281005380778917,0.19732915277611116,0.20121810802403783
antmaze-large-stitch-v0,density_budget120_H10,results/phase2/antmaze_large_stitch/density_budget120_H10,uniform_edge,0,0.21505147591233253,0.21505147591233253,0.19014031442359172,0.20355203046530335,0.21849224846397472,0.17469527888921163,0.1974530255786223,0.1950798867029844
antmaze-large-stitch-v0,density_budget120_H10,results/phase2/antmaze_large_stitch/density_budget120_H10,bottleneck_weighted,0,0.21409844234585762,0.21409844234585762,0.18859477116553688,0.20356848557180268,0.2174073450779602,0.1742073341676135,0.19669220258810688,0.19424092869434814
antmaze-large-stitch-v0,core_plus_bottleneck_budget120_H10,results/phase2/antmaze_large_stitch/core_plus_bottleneck_budget120_H10,uniform_transition,0,0.2075895294547081,0.2075895294547081,0.19222276298026963,0.2072763594548406,0.20635036907039916,0.1926185544563985,0.19965266525402153,0.1992240719339571
antmaze-large-stitch-v0,core_plus_bottleneck_budget120_H10,results/phase2/antmaze_large_stitch/core_plus_bottleneck_budget120_H10,uniform_edge,0,0.21179994568228722,0.21179994568228722,0.19553568068172433,0.20385993443280628,0.210851312038746,0.1882130281830765,0.19994250845872033,0.19885787172881558
antmaze-large-stitch-v0,core_plus_bottleneck_budget120_H10,results/phase2/antmaze_large_stitch/core_plus_bottleneck_budget120_H10,bottleneck_weighted,0,0.21067005768418312,0.21067005768418312,0.19296381272850474,0.20566808568256734,0.20944263113631797,0.18871868627915922,0.1990922444797728,0.19913386744721934
