dataset_name,method,num_episodes,success_rate,mean_steps,mean_total_reward,mean_final_goal_l2,skipped,skipped_reason
antmaze-large-stitch-v0,hierarchical_repaired_corebot100k_H10_B120,2,0.0,140.5,0.0,28.808119773864746,False,
