edge_id,bank_edge_id,src,dst,repair_score,repair_reason,edge_action_mse,num_policy_eval_samples,edge_action_mse_ucb,direct_edge_policy_support_score,src_edge,dst_edge,is_repair_edge,num_unique_starts,num_unique_episodes,edge_bottleneck_score,median_h,num_segments,repair_reason_edge,planner_usage_count,used_by_planner,mean_endpoint_compatibility,support_group,bottleneck_group,horizon_group,compatibility_group,planner_usage_group
582,943,234,233,4.460883069347467,low_compatibility_junction,0.07317543189569475,1289,0.08794311144684451,0.23142286953786265,234,233,True,418,52,1.1619791581108354,7.0,2416,low_compatibility_junction,0.0,False,,high_support,high_bottleneck,short_horizon,unknown,not_planner_used
583,752,211,231,4.4213159674608455,low_compatibility_junction,0.09345632722550953,185,0.1375092331743562,0.15425834078313289,211,231,True,130,20,1.1411627055128797,6.0,429,low_compatibility_junction,0.0,False,,high_support,high_bottleneck,short_horizon,unknown,not_planner_used
584,936,233,253,4.402279997790131,low_compatibility_junction,0.05529770245544674,605,0.074036077529554,0.3308950414826628,233,253,True,219,24,1.1619791581108354,7.0,1083,low_compatibility_junction,2.0,True,,high_support,high_bottleneck,short_horizon,unknown,planner_used
585,1005,253,233,4.385194410514464,low_compatibility_junction,0.09683026245656397,463,0.1251749145229188,0.14419261786996698,253,233,True,168,20,1.1619791581108354,7.0,878,low_compatibility_junction,0.0,False,,high_support,high_bottleneck,short_horizon,unknown,not_planner_used
586,933,233,234,4.383065754567198,low_compatibility_junction,0.06401450870176538,390,0.08912544904037037,0.27795663295212886,233,234,True,174,20,1.1619791581108354,7.0,798,low_compatibility_junction,0.0,False,,high_support,high_bottleneck,short_horizon,unknown,not_planner_used
587,906,231,211,4.32543235901791,low_compatibility_junction,0.07196298485191968,26,0.17507849189417837,0.23710322194353342,231,211,True,22,8,1.1411627055128797,4.0,74,low_compatibility_junction,0.0,False,,low_support,high_bottleneck,short_horizon,unknown,not_planner_used
588,912,231,251,4.302977421265303,low_compatibility_junction,0.09721052220118219,69,0.17077838913202717,0.14310016433557457,231,251,True,28,3,1.1411627055128797,7.0,134,low_compatibility_junction,0.0,False,,low_support,high_bottleneck,short_horizon,unknown,not_planner_used
589,994,251,231,4.236221627501172,low_compatibility_junction,0.0859790600836277,10,0.2677198527574972,0.17914115622032162,251,231,True,7,2,1.1411627055128797,3.5,16,low_compatibility_junction,0.0,False,,low_support,high_bottleneck,short_horizon,unknown,not_planner_used
590,926,233,211,4.094424173755554,low_compatibility_junction,0.12487900753815968,3,0.5247686570493694,0.08228387247049007,233,211,True,4,3,1.1619791581108354,10.0,5,low_compatibility_junction,0.0,False,,low_support,high_bottleneck,long_horizon,unknown,not_planner_used
591,940,234,214,4.036131008399644,low_compatibility_junction,0.07391270401976294,84,0.13205283070094437,0.22803547263535667,234,214,True,54,13,0.4101470785549331,5.0,214,low_compatibility_junction,0.0,False,,low_support,low_bottleneck,short_horizon,unknown,not_planner_used
592,775,214,234,4.0249684988686125,low_compatibility_junction,0.06156291013523456,62,0.12332468915747623,0.29192504563245475,214,234,True,48,10,0.4101470785549331,5.0,197,low_compatibility_junction,0.0,False,,low_support,low_bottleneck,short_horizon,unknown,not_planner_used
593,880,228,207,3.942475400990333,low_compatibility_junction,0.06768655811217339,204,0.10338852993966777,0.2582747954470972,228,207,True,91,17,1.3972225133438927,8.0,328,low_compatibility_junction,0.0,False,,high_support,high_bottleneck,long_horizon,unknown,not_planner_used
594,719,207,228,3.7708829816634815,low_compatibility_junction,0.07035548899036187,13,0.21454490674603868,0.24484993169336602,207,228,True,10,5,1.3972225133438927,9.0,17,low_compatibility_junction,0.0,False,,low_support,high_bottleneck,long_horizon,unknown,not_planner_used
595,698,205,225,3.766717897002016,low_compatibility_junction,0.1000524493609811,91,0.16504285351024844,0.1351933926878308,205,225,True,63,16,0.5395771851089068,5.0,221,low_compatibility_junction,0.0,False,,low_support,low_bottleneck,short_horizon,unknown,not_planner_used
