step,train_action_mse,train_weighted_action_mse
1,0.4914112091064453,0.4923057556152344
1000,0.131118506193161,0.13008834421634674
2000,0.10587257146835327,0.10501432418823242
3000,0.0907965749502182,0.09010578691959381
