edge_id,bank_edge_id,src,dst,repair_score,repair_reason,edge_action_mse,num_policy_eval_samples,edge_action_mse_ucb,direct_edge_policy_support_score,transfer_edge_policy_support_score,transfer_edge_proxy_score
1897,5685,412,474,4.373011274488849,low_compatibility_junction,0.006085634248504858,122,0.01992859793699256,0.8854027214705574,0.2505158290517718,0.0
1898,6539,474,471,4.340259815042824,low_compatibility_junction,0.007584943560760695,148,0.021616355999299938,0.8592469857880618,0.2505158290517718,0.0
1899,3138,232,474,4.328017198354368,low_compatibility_junction,0.006895179661480686,77,0.025442599472775683,0.8711826756055986,0.2505158290517718,0.0
1900,5850,424,474,4.306025846475144,low_compatibility_junction,0.021791847942832617,62,0.058537609835211224,0.6467231598235823,0.2505158290517718,0.0
1901,5901,427,474,4.300755448270508,low_compatibility_junction,0.006877208576549458,79,0.025164467912523494,0.8714958538408322,0.2505158290517718,0.0
1902,17,0,474,4.286955866564938,low_compatibility_junction,0.00610235595223984,38,0.0309401511262995,0.8851066621395896,0.2505158290517718,0.0
1903,5303,384,474,4.28689769530779,low_compatibility_junction,0.011800567926911754,64,0.03841502057604354,0.7897717032297676,0.2505158290517718,0.0
1904,2507,181,474,4.270670867119457,low_compatibility_junction,0.010419009091565385,50,0.038712352947022834,0.8118983090433647,0.2505158290517718,0.0
1905,5916,428,474,4.260910015694648,low_compatibility_junction,0.010623416799182236,34,0.04526906756422755,0.8085859189938723,0.2505158290517718,0.0
1906,5875,425,474,4.245534110639627,low_compatibility_junction,0.005378306915684204,35,0.029674869780943525,0.8980171271482227,0.2505158290517718,0.0
1907,6527,474,232,4.241920594305127,low_compatibility_junction,0.023247659885217563,37,0.07237744119164732,0.6281645040425028,0.2505158290517718,0.0
1908,4617,331,474,4.239544040550339,low_compatibility_junction,0.032949732352790306,32,0.09584341541359122,0.5173712137898442,0.2505158290517718,0.0
1909,6538,474,428,4.232700753707026,low_compatibility_junction,0.017853266093879938,3,0.1690541336247346,0.6997267887740808,0.2505158290517718,0.0
1910,3936,284,474,4.226482518504053,low_compatibility_junction,0.03687808578098683,19,0.12322830728932399,0.4782786743584324,0.2505158290517718,0.0
1911,1940,145,474,4.211165895846417,low_compatibility_junction,0.041600964195095,20,0.13099175344428915,0.43516966741626684,0.2505158290517718,0.0
1912,6537,474,424,4.207776750890882,low_compatibility_junction,0.013958281969003703,23,0.06224282626548083,0.7564146007922719,0.2505158290517718,0.0
1913,5553,404,421,3.8966203680592577,low_compatibility_junction,0.021082170988075383,345,0.03640377343839921,0.6559679028866683,0.0076195940568684,0.0
1914,2976,219,404,3.879667084679372,low_compatibility_junction,0.006867387344566944,261,0.01692121855096659,0.8716670539132854,0.0076195940568684,0.0
1915,5899,427,404,3.860640914244901,low_compatibility_junction,0.0069615695979177074,199,0.018554230109009646,0.8700266879857134,0.0076195940568684,0.0
1916,5547,404,345,3.8449903533175154,low_compatibility_junction,0.01831278858627493,124,0.04213173073543662,0.6933254454839091,0.0076195940568684,0.0
1917,307,18,404,3.840811816864981,low_compatibility_junction,0.007275332664523852,103,0.02374799845052903,0.8645841377254073,0.0076195940568684,0.0
1918,5539,404,242,3.8196285216251056,low_compatibility_junction,0.039108259417379235,133,0.07271794847171822,0.4574145496889863,0.0076195940568684,0.0
1919,15,0,404,3.815493959042113,low_compatibility_junction,0.004677911397234043,85,0.019218185860059217,0.9106849885671975,0.0076195940568684,0.0
1920,5557,404,482,3.805389081624957,low_compatibility_junction,0.0223370874997101,117,0.04941881807775095,0.6397090918212287,0.0076195940568684,0.0
1921,2054,153,404,3.803042043979397,low_compatibility_junction,0.003774346476088145,28,0.02653045195394383,0.9272918506027439,0.0076195940568684,0.0
1922,5146,372,404,3.80148468256158,low_compatibility_junction,0.008746593769964815,53,0.03392554373334555,0.8395142103915432,0.0076195940568684,0.0
1923,5533,404,119,3.801153387823113,low_compatibility_junction,0.023592296547296707,26,0.08263340556859806,0.6238496214349416,0.0076195940568684,0.0
