dataset_name,method,episode_id,seed,task_id,num_steps,success,total_reward,initial_goal_l2,final_goal_l2,start_cluster,goal_cluster,planned_edges,completed_edges,replans,full_bank_fallbacks,failed_edge_attempts,unique_failed_edges,prior_penalized_edges,failure_reason
antmaze-large-stitch-v0,state_outcome_smoke_1ep_corebot100k_H10_B120,0,0,1,60,0.0,0.0,44.35517501831055,44.263832092285156,1,399,79,0,4,4,3,3,0,max_steps_without_success
