dataset_name,method,num_episodes,success_rate,mean_steps,mean_total_reward,mean_final_goal_l2,skipped,skipped_reason
antmaze-large-stitch-v0,edge_outcome_corebot100k_H10_B120,1,0.0,120.0,0.0,41.28997802734375,False,
