baseline,num_edges,unsupported_edge_rate,path_coverage_strict,hop_count_cost,num_queries_strict,num_reachable_strict
kNN_same_nodes,1584,0.5138888888888888,0.75,3.6666666666666665,16,12
random_same_edge_budget,2743,0.8960991615020051,1.0,2.4375,16,16
