dataset_name,method,episode_id,seed,task_id,num_steps,success,total_reward,initial_goal_l2,final_goal_l2,start_cluster,goal_cluster,planned_edges,completed_edges,replans,full_bank_fallbacks,failed_edge_attempts,unique_failed_edges,failure_reason
scene-play-v0,policy_aware_hierarchical_phase4o_s04_H25_B192,0,0,1,40,0.0,0.0,7.081931114196777,6.950658321380615,365,465,8,0,2,0,1,1,max_steps_without_success
