dataset_name,method,num_episodes,success_rate,mean_steps,mean_total_reward,mean_final_goal_l2,skipped,skipped_reason
scene-play-v0,policy_aware_hierarchical_phase4o_s04_H25_B192,1,0.0,40.0,0.0,6.950658321380615,False,
