step,train_action_mse,train_weighted_action_mse
1,0.20590713620185852,0.20629733800888062
1000,0.01753210835158825,0.017578409984707832
2000,0.01039988175034523,0.010515949688851833
3000,0.00887187011539936,0.008899332955479622
