episode_id,segment_source,segment_edge_id,edge_src,edge_dst,attempt_steps,completed,timeout,final_cluster,final_subgoal_l2,mean_selected_policy_action_mse
0,bank,1,0,20,12,1,0,20,14.227046012878418,0.06735612452030182
0,bank,109,20,40,14,0,1,20,14.407267570495605,0.06782305240631104
0,bank,110,20,41,14,0,1,20,11.707472801208496,0.053104791790246964
0,bank,109,20,40,14,0,1,20,17.712608337402344,0.05294928699731827
0,bank,110,20,41,7,1,0,41,12.033381462097168,0.0501602441072464
0,bank,234,41,61,14,0,1,41,12.016427040100098,0.08044571429491043
0,bank,233,41,60,16,0,1,41,10.772795677185059,0.04466595500707626
0,graph,102,41,81,20,0,1,41,13.695310592651367,0.11713172495365143
0,bank,235,41,81,9,0,1,41,11.15235424041748,0.11713172495365143
1,bank,109,20,40,14,0,1,20,13.803531646728516,0.05294928699731827
1,bank,110,20,41,14,0,1,20,12.616143226623535,0.053104791790246964
1,bank,109,20,40,14,0,1,20,17.31002426147461,0.05294928699731827
1,bank,110,20,41,9,1,0,41,10.747562408447266,0.0501602441072464
1,bank,234,41,61,14,1,0,61,13.669405937194824,0.05378848314285278
1,bank,318,61,81,14,0,1,80,5.123545169830322,0.058198023587465286
1,bank,366,80,101,16,0,1,80,10.40565299987793,0.05368296802043915
1,bank,365,80,100,14,0,1,101,10.808903694152832,0.02528616413474083
1,bank,397,101,122,11,0,1,101,11.201948165893555,0.07741473615169525
2,bank,109,20,40,14,0,1,20,14.146111488342285,0.05294928699731827
2,bank,110,20,41,14,0,1,20,11.292576789855957,0.053104791790246964
2,bank,109,20,40,14,0,1,20,15.956266403198242,0.05294928699731827
2,bank,110,20,41,14,0,1,20,11.132791519165039,0.053104791790246964
2,bank,108,20,21,12,0,1,20,7.653229713439941,0.03261657804250717
2,bank,106,20,1,4,1,0,1,13.704155921936035,0.02480478584766388
2,bank,5,1,3,18,1,0,3,10.04670238494873,0.037892282009124756
2,bank,18,3,4,8,1,0,4,8.680495262145996,0.11535872519016266
2,bank,32,4,26,20,0,1,4,13.697797775268555,0.2119767963886261
2,bank,30,4,24,2,0,1,4,12.898757934570312,0.027516791597008705
