segment_source,segment_edge_id,planner_edge_id,src,dst,num_initiation_samples,min_initiation_distance,median_initiation_distance,distance_scale,state_conditioned_risk_score,state_conditioned_risk_penalty,episode_id,replan_index,current_cluster
bank,0,0,0,1,128,0.6337577104568481,24.526138305664062,12.605535507202148,0.0490332149365752,0.0122583037341438,0,0,0
bank,1,1,0,20,128,12.605535507202148,22.9185733795166,12.605535507202148,0.6321205588285577,0.15803013970713942,0,0,0
bank,2,2,0,21,55,12.605535507202148,26.43498420715332,12.605535507202148,0.6321205588285577,0.15803013970713942,0,0,0
bank,105,105,20,0,120,11.157052993774414,15.627017974853516,9.676489353179932,0.6843137000429143,0.17107842501072856,0,1,20
bank,106,106,20,1,128,1.1943084001541138,24.473270416259766,9.676489353179932,0.11611094627551777,0.029027736568879442,0,1,20
bank,107,107,20,2,10,20.706361770629883,35.02093505859375,9.676489353179932,0.8823290400044749,0.22058226000111872,0,1,20
bank,108,108,20,21,128,0.8074765205383301,20.120540618896484,9.676489353179932,0.08006039676496857,0.02001509919124214,0,1,20
bank,109,109,20,40,128,11.959949493408203,25.601736068725586,9.676489353179932,0.7094501816235301,0.17736254540588253,0,1,20
bank,110,110,20,41,91,8.19592571258545,13.871563911437988,9.676489353179932,0.571298205671231,0.14282455141780775,0,1,20
bank,105,105,20,0,120,10.761465072631836,15.757112503051758,9.283705472946167,0.6862559575800339,0.17156398939500847,0,2,20
bank,106,106,20,1,128,1.289127230644226,24.530241012573242,9.283705472946167,0.12964937064953075,0.03241234266238269,0,2,20
bank,107,107,20,2,10,20.380395889282227,34.747928619384766,9.283705472946167,0.8886733692659347,0.22216834231648366,0,2,20
bank,108,108,20,21,128,0.8718366622924805,19.76023292541504,9.283705472946167,0.08963568922872511,0.022408922307181278,0,2,20
bank,109,109,20,40,128,11.624818801879883,25.360837936401367,9.283705472946167,0.7141175168810941,0.17852937922027354,0,2,20
bank,110,110,20,41,91,7.805945873260498,13.599908828735352,9.283705472946167,0.5686442929951865,0.14216107324879662,0,2,20
bank,105,105,20,0,120,9.703046798706055,15.925836563110352,8.228671073913574,0.6924677858277439,0.17311694645693598,0,3,20
bank,106,106,20,1,128,1.8151730298995972,24.48942756652832,8.228671073913574,0.19795556973467465,0.04948889243366866,0,3,20
bank,107,107,20,2,10,19.433691024780273,33.906349182128906,8.228671073913574,0.9057405964088499,0.22643514910221246,0,3,20
bank,108,108,20,21,128,1.4971368312835693,18.750144958496094,8.228671073913574,0.16634989988411608,0.04158747497102902,0,3,20
bank,109,109,20,40,128,10.666454315185547,24.59192657470703,8.228671073913574,0.7264456051086297,0.1816114012771574,0,3,20
bank,110,110,20,41,91,6.754295349121094,12.780339241027832,8.228671073913574,0.5599313600336902,0.13998284000842254,0,3,20
graph,102,102,41,81,5,4.377354145050049,8.145771980285645,3.7872369289398193,0.6851998696672028,0.1712999674168007,0,4,41
bank,229,229,41,20,128,2.702138662338257,16.6376953125,3.7872369289398193,0.5100664491182093,0.12751661227955233,0,4,41
bank,230,230,41,21,128,6.718987941741943,23.70691680908203,3.7872369289398193,0.8303662268806878,0.20759155672017196,0,4,41
bank,231,231,41,40,128,1.0907208919525146,16.152198791503906,3.7872369289398193,0.2502377458296793,0.06255943645741982,0,4,41
bank,232,232,41,42,17,25.139841079711914,28.62644386291504,3.7872369289398193,0.9986904122244624,0.2496726030561156,0,4,41
bank,233,233,41,60,68,3.19711971282959,16.880678176879883,3.7872369289398193,0.570091400236905,0.14252285005922624,0,4,41
bank,234,234,41,61,128,1.3928747177124023,13.512531280517578,3.7872369289398193,0.3077313985472355,0.07693284963680888,0,4,41
bank,235,235,41,81,5,4.377354145050049,8.145771980285645,3.7872369289398193,0.6851998696672028,0.1712999674168007,0,4,41
