step,train_action_mse,train_weighted_action_mse
1,0.1996571272611618,0.19999636709690094
1000,0.012103735469281673,0.012151076458394527
2000,0.010820969007909298,0.01080321054905653
3000,0.007808507885783911,0.007827989757061005
