condition,top_q,removed_nodes,path_coverage,mean_path_cost,reachable_pair_ratio,average_shortest_path_length
before,0.1,,1.0,23.28763111298605,1.0,17.00230412360598
after,0.1,371 259 175 163 22 171 429,1.0,25.648657606092556,1.0,18.971767340421394
