split,num_examples,num_failures,num_completions,failure_rate,brier,log_loss,auc,mean_pred_failed,mean_pred_completed,risk_separation
train,152,124,28,0.8157894736842105,0.132288865949575,0.4256590014470369,0.719758064516129,0.8326632137549257,0.7297108068750566,0.10295240687986906
val,61,54,7,0.8852459016393442,0.1141855816746375,0.39136686748722127,0.5978835978835979,0.8033149439265335,0.7734592612325357,0.029855682693997743
