condition,top_q,removed_nodes,path_coverage,mean_path_cost,reachable_pair_ratio,average_shortest_path_length
before,0.1,,1.0,16.981324822556505,1.0,18.901305980101174
after,0.1,175 22 171 429 3 266 120 315 199 139 290 167 149 224 385 80 8 79 173 56,0.9411764705882353,17.536618607291672,0.9411764705882353,20.640284542509566
