condition,top_q,removed_nodes,path_coverage,mean_path_cost,reachable_pair_ratio,average_shortest_path_length
before,0.1,,0.045454545454545456,30.826984185024,0.045454545454545456,15.212769844779935
after,0.1,54 207 55 166,0.0,0.0,0.0,8.611334012655275
