dataset_name,H,node_selection,node_budget,mode,num_queries,num_reachable,path_coverage,mean_path_edges,mean_path_cost,median_path_cost,all_num_queries,strict_num_queries,strict_num_reachable,strict_query_selection_rate,strict_coverage_over_all,mean_num_virtual_edges_used,median_num_virtual_edges_used,mean_virtual_edge_ratio
antmaze-large-stitch-v0,5,core_plus_bottleneck,40,strict_selected,44,2,0.045454545454545456,7.5,30.826984185024,30.826984185024,500,44.0,2.0,0.088,0.004,,,
antmaze-large-stitch-v0,5,core_plus_bottleneck,40,virtual_query,500,13,0.026,6.538461538461538,28.404104625278503,34.602734294321124,500,,,,,0.046,0.0,0.00834920634920635
