episode_id,segment_source,segment_edge_id,edge_src,edge_dst,attempt_steps,completed,timeout,final_cluster,final_subgoal_l2,mean_selected_policy_action_mse
0,bank,5,1,3,20,0,1,2,8.504270553588867,0.037892282009124756
0,bank,15,2,23,15,0,1,1,15.104952812194824,0.092484250664711
0,bank,8,1,22,12,0,1,1,12.972991943359375,0.03642692789435387
0,graph,0,1,3,20,1,0,3,8.866840362548828,0.037892282009124756
0,bank,23,3,24,16,0,1,2,13.471487998962402,0.2848225235939026
0,bank,12,2,4,20,0,1,2,14.904102325439453,0.0823717713356018
0,bank,14,2,22,10,0,1,2,10.78583812713623,0.022053662687540054
0,bank,11,2,3,4,1,0,3,16.052827835083008,0.04129737615585327
0,bank,18,3,4,3,0,1,3,10.242571830749512,0.015023327432572842
1,bank,1,0,20,14,0,1,0,14.93381404876709,0.06735612452030182
1,bank,2,0,21,14,0,1,0,13.700826644897461,0.09793959558010101
1,bank,0,0,1,8,1,0,1,15.464841842651367,0.03923908621072769
1,bank,5,1,3,20,0,1,2,9.039167404174805,0.037892282009124756
1,bank,15,2,23,15,0,1,2,9.16357421875,0.10357096791267395
1,bank,12,2,4,20,0,1,2,15.67773723602295,0.0823717713356018
1,bank,14,2,22,10,0,1,1,8.261735916137695,0.022053662687540054
1,bank,8,1,22,3,1,0,22,12.54716968536377,0.02876284345984459
1,bank,123,22,23,11,0,1,1,11.871026992797852,0.4857388138771057
1,graph,0,1,3,5,0,1,1,9.759235382080078,0.037892282009124756
2,bank,5,1,3,20,0,1,2,9.021746635437012,0.037892282009124756
2,bank,15,2,23,15,0,1,2,13.360448837280273,0.092484250664711
2,bank,12,2,4,20,0,1,1,15.996481895446777,0.0823717713356018
2,bank,8,1,22,12,0,1,1,11.918560028076172,0.02876284345984459
2,graph,0,1,3,19,1,0,3,9.310829162597656,0.037892282009124756
2,bank,23,3,24,16,0,1,2,10.376978874206543,0.2848225235939026
2,bank,14,2,22,10,0,1,2,11.275660514831543,0.07028425484895706
2,bank,11,2,3,8,0,1,2,7.816069602966309,0.04129737615585327
