dataset_name,method,episode_id,seed,task_id,num_steps,success,total_reward,initial_goal_l2,final_goal_l2,start_cluster,goal_cluster,planned_edges,completed_edges,replans,full_bank_fallbacks,failed_edge_attempts,unique_failed_edges,prior_penalized_edges,failure_reason
antmaze-large-stitch-v0,edge_outcome_3ep_corebot100k_H10_B120,0,0,1,120,0.0,0.0,43.83591079711914,42.47772979736328,1,399,141,2,7,7,6,6,0,max_steps_without_success
antmaze-large-stitch-v0,edge_outcome_3ep_corebot100k_H10_B120,1,1,1,120,0.0,0.0,44.30643844604492,43.14319610595703,0,399,165,2,8,8,7,7,0,max_steps_without_success
antmaze-large-stitch-v0,edge_outcome_3ep_corebot100k_H10_B120,2,2,1,120,0.0,0.0,44.02089309692383,43.566246032714844,1,398,141,1,7,7,6,6,0,max_steps_without_success
