dataset_name,H,node_selection,node_budget,mode,num_queries,num_reachable,path_coverage,mean_path_edges,mean_path_cost,median_path_cost,all_num_queries,strict_num_queries,strict_num_reachable,strict_query_selection_rate,strict_coverage_over_all,mean_num_virtual_edges_used,median_num_virtual_edges_used,mean_virtual_edge_ratio
scene-play-v0,5,density,192,strict_selected,17,17,1.0,3.235294117647059,11.332453893827752,10.734089005622215,100,17.0,17.0,0.17,0.17,,,
scene-play-v0,5,density,192,virtual_query,100,95,0.95,3.0842105263157893,13.70357220423867,13.408248290463863,100,,,,,1.87,2.0,0.6723333333333333
