baseline,num_edges,unsupported_edge_rate,path_coverage_strict,hop_count_cost,num_queries_strict,num_reachable_strict
kNN_same_nodes,1086,0.5598526703499079,0.6470588235294118,4.090909090909091,17,11
random_same_edge_budget,1493,0.9457468184862693,1.0,2.764705882352941,17,17
