condition,top_q,removed_nodes,path_coverage,mean_path_cost,reachable_pair_ratio,average_shortest_path_length
before,0.1,,0.0,0.0,0.0,12.902875396272607
after,0.1,175 429 171 139 290 167 3,0.0,0.0,0.0,11.966463831359174
