num_adjacent_edge_pairs,cluster_compatible_rate,strict_compatible_rate,incompatible_rate,mean_num_bridge_segments,median_num_bridge_segments,mean_bridge_matches_per_first_segment,mean_termination_bridge_coverage,median_termination_bridge_coverage,mean_compatibility_support_rate,lcb_compatible_rate
21876,1.0,0.3374017187785701,0.6625982812214299,44.816008411044066,0.0,0.5260413406981644,0.10330415855918194,0.0,0.5260413406981644,0.33113599981140657
