baseline,num_edges,unsupported_edge_rate,path_coverage_strict,hop_count_cost,num_queries_strict,num_reachable_strict
kNN_same_nodes,195,0.5333333333333333,0.0,0.0,0,0
random_same_edge_budget,310,0.896774193548387,0.0,0.0,0,0
