edge_id,bank_edge_id,src,dst,repair_score,repair_reason,edge_action_mse,num_policy_eval_samples,edge_action_mse_ucb,direct_edge_policy_support_score
582,943,234,233,4.460883069347467,low_compatibility_junction,0.07422064745197574,1289,0.08909342156493061,0.226635348130372
583,752,211,231,4.4213159674608455,low_compatibility_junction,0.09427547871160347,185,0.13852102690840076,0.1517517109621327
584,936,233,253,4.402279997790131,low_compatibility_junction,0.055502545788945735,605,0.07427559574887604,0.3295421817511574
585,1005,253,233,4.385194410514464,low_compatibility_junction,0.09591024789806318,463,0.12411992288948025,0.14687036412864826
586,933,233,234,4.383065754567198,low_compatibility_junction,0.06621906064832822,390,0.09175873031401405,0.26596748541158743
587,906,231,211,4.32543235901791,low_compatibility_junction,0.06621468274925764,26,0.16512612823490175,0.26599077400726756
588,912,231,251,4.302977421265303,low_compatibility_junction,0.09597586975365445,69,0.16907505800086114,0.1466777324482722
589,994,251,231,4.236221627501172,low_compatibility_junction,0.09067371487617493,10,0.2773102983929961,0.16308654021115893
590,926,233,211,4.094424173755554,low_compatibility_junction,0.11210769166549046,3,0.4909976969450123,0.10622945725961197
591,940,234,214,4.036131008399644,low_compatibility_junction,0.0724898753022509,84,0.13006768031850355,0.23461779196861648
592,775,214,234,4.0249684988686125,low_compatibility_junction,0.06022061783099367,62,0.12130537194223959,0.29986816328850596
593,880,228,207,3.942475400990333,low_compatibility_junction,0.06834229846101474,204,0.10421679195117649,0.25490968597102853
594,719,207,228,3.7708829816634815,low_compatibility_junction,0.0705501176416874,13,0.21493883761776883,0.24389868804750547
595,698,205,225,3.766717897002016,low_compatibility_junction,0.10272308512703403,91,0.16857515075535456,0.12816180618716694
596,859,225,205,3.7509826855382697,low_compatibility_junction,0.08730127018149177,73,0.15508179426920987,0.17446599914528138
597,716,207,225,3.7184793175113584,low_compatibility_junction,0.0372428591363132,8,0.17097401091949943,0.4748021050401333
598,861,225,207,3.6940767947578688,low_compatibility_junction,0.09434325744708379,3,0.4419201351824116,0.15154613954579896
599,62,8,28,3.537516174527053,low_compatibility_junction,0.08023150255093756,92,0.13811231526492182,0.2009638875452082
600,726,208,228,3.502075048789352,low_compatibility_junction,0.0803073762032466,195,0.12008295281093144,0.20065916152783653
601,140,25,26,3.4935009873424208,low_compatibility_junction,0.10369255148503428,379,0.13611234517930654,0.1257007710066005
602,149,26,25,3.4869330766008666,low_compatibility_junction,0.07519868372967749,330,0.10478590780584114,0.222245272791568
603,166,28,8,3.4845309759571994,low_compatibility_junction,0.06784071420254402,43,0.1456922257680539,0.2574797290659993
604,707,206,225,3.458887984098197,low_compatibility_junction,0.058611177286189614,165,0.09555180931820831,0.3096775928632941
605,881,228,208,3.433957094531214,low_compatibility_junction,0.07663955483912376,57,0.14850913870767143,0.21593213795789729
606,860,225,206,3.423668817243619,low_compatibility_junction,0.08869088393617042,98,0.14765428487520954,0.16968395189361016
607,179,30,8,3.344725474792826,low_compatibility_junction,0.041200472549958664,11,0.16115339337078477,0.4386693007651776
608,151,26,45,3.3144922565484216,low_compatibility_junction,0.07516642553465706,14,0.2187828144556639,0.22238870368185076
609,168,28,26,3.3031213067361658,low_compatibility_junction,0.06516211476576116,28,0.1597149684818835,0.27164959542363887
610,879,228,206,3.2904367095221567,low_compatibility_junction,0.07738831852163587,14,0.22311187393508602,0.2127225870344007
611,739,210,211,3.268332021806874,low_compatibility_junction,0.08654093519014068,1042,0.10440305523942198,0.1771393259477801
612,148,26,24,3.238144204930516,low_compatibility_junction,0.06676511280238628,4,0.31998678315350726,0.2630786463256744
613,154,26,66,3.2208355193803717,low_compatibility_junction,0.053092657189284055,7,0.2237890258251724,0.3458143724200353
614,134,24,26,3.2149277662467,low_compatibility_junction,0.10266891068645886,7,0.34003929254723064,0.12830074332505798
615,320,66,26,3.2031404269547314,low_compatibility_junction,0.043358629941940306,5,0.22587795099314184,0.42013776951450593
616,753,211,232,3.202386859425884,low_compatibility_junction,0.07798710080768756,284,0.11046652259530242,0.2101902899061231
617,1004,253,232,3.168898774895476,low_compatibility_junction,0.08724987710271877,163,0.13259647199100105,0.17464541823522492
