condition,top_q,removed_nodes,path_coverage,mean_path_cost,reachable_pair_ratio,average_shortest_path_length
before,0.1,,0.8055555555555556,59.317606623892004,0.8055555555555556,69.43890673180623
after,0.1,207 167 146 186 358 27 209 252,0.6180555555555556,65.98169115770902,0.6180555555555556,52.8135185062967
