condition,top_q,removed_nodes,path_coverage,mean_path_cost,reachable_pair_ratio,average_shortest_path_length
before,0.1,,1.0,19.280748805997725,1.0,21.308192574340875
after,0.1,175 22 171 429 3 266 120 315 199 139 290 167 224,1.0,22.17749114596164,1.0,23.988159134615525
