dataset_name,H,node_selection,node_budget,mode,num_queries,num_reachable,path_coverage,mean_path_edges,mean_path_cost,median_path_cost,all_num_queries,strict_num_queries,strict_num_reachable,strict_query_selection_rate,strict_coverage_over_all,mean_num_virtual_edges_used,median_num_virtual_edges_used,mean_virtual_edge_ratio
scene-play-v0,10,density,128,strict_selected,5,5,1.0,3.2,19.280748805997725,18.140815203309995,100,5.0,5.0,0.05,0.05,,,
scene-play-v0,10,density,128,virtual_query,100,95,0.95,2.9157894736842107,24.903165319256047,24.707106781186546,100,,,,,1.85,2.0,0.7066666666666669
